facility_name,state,year,primary_fuel,electricity_mwh,total_emissions,emission_intensity,reporting_entity,grid_connected
Kwinana Power Station,WA,2020,Gas,669920.0,355381.0,0.5304827442082637,Electricity Generation And Retail Corporation,Connected
Kwinana Swift Power Station,WA,2020,Gas,34511.0,20977.0,0.6078351829851352,Agl Energy Limited,Connected
La Trobe,VIC,2020,Gas,159.0,119.0,0.7484276729559748,Origin Energy Limited,Connected
Ladbroke Grove Power Station,SA,2020,Gas,84339.0,43894.0,0.5204472426753933,Origin Energy Limited,Connected
Lajamanu (Hooker Creek),NT,2020,Diesel,3474.0,1985.0,0.5713874496257916,Power And Water Corporation,Disconnected
Lake Bonney Bess Pty Ltd,SA,2020,Battery,0.0,1306.0,,Infigen Energy Limited,Connected
"Lake Bonney Stage 1,2 & 3 Wind Farm",SA,2020,Wind,559719.0,966.0,0.0017258660149110537,Infigen Energy Limited,Connected
Lake Echo Hydro Power Station,TAS,2020,Hydro,71176.0,33.0,0.0004636394290210183,Hydro-Electric Corporation,Connected
Lake Margaret Lower Hydro Power Station,TAS,2020,Hydro,16969.0,1.0,5.8930991808592137e-05,Hydro-Electric Corporation,Connected
Lake Margaret Upper Hydro Power Station,TAS,2020,Hydro,44157.0,4.0,9.058586407591095e-05,Hydro-Electric Corporation,Connected
Lal Lal Wind Farm,VIC,2020,Wind,552676.0,1081.0,0.0019559380179345583,Lal Lal Wind Farms Nom Co Pty Limited,Disconnected
Laramba (Napperby),NT,2020,Diesel,949.0,677.0,0.7133825079030558,Power And Water Corporation,Disconnected
Laverton Facility,WA,2020,Diesel,4017.0,2861.0,0.7122230520288773,Ck William Australia Holdings Pty Ltd,Disconnected
Laverton North Power Station,VIC,2020,Gas,52094.0,36696.0,0.7044189350021116,Snowy Hydro Limited,Connected
Leinster Power Station,WA,2020,Gas,271879.0,151147.0,0.5559348092349906,Transalta Energy (Australia) Pty Ltd,Disconnected
Lemonthyme Hydro Power Station,TAS,2020,Hydro,221899.0,47.0,0.00021180807484486185,Hydro-Electric Corporation,Connected
Leonora Facility,WA,2020,Gas,8170.0,6311.0,0.7724602203182375,Ck William Australia Holdings Pty Ltd,Disconnected
Liapootah Hydro Power Station,TAS,2020,Hydro,428568.0,73.0,0.00017033469601090143,Hydro-Electric Corporation,Connected
Liddell Power Station,NSW,2020,Coal,7307116.0,7065846.0,0.9669815013200831,Agl Energy Limited,Connected
Lilyvale Solar Farm,QLD,2020,Solar,193763.0,676.0,0.003488798170961432,Lilyvale Holdings Co Pty. Ltd.,Connected
Limondale Solar Farm,NSW,2020,Solar,210050.0,1540.0,0.0073315877172101885,Rwe Renewables Australia Pty Ltd,Connected
Lincoln Gap Wind Farm Operations Pty Ltd,SA,2020,Wind,439607.0,320.0,0.0007279228947673717,Lincoln Gap Operations Pty Ltd,Connected
Lockhart River Remote Generation,QLD,2020,Diesel,2757.0,1920.0,0.6964091403699674,Energy Queensland Limited,Disconnected
Longreach Sf,QLD,2020,Solar,32255.0,0.0,,Longreach Asset Company Pty Ltd,Connected
Longreach Solar Farm,QLD,2020,Solar,32255.0,0.0,,Longreach New Holdco Pty Ltd,Connected
Lonsdale/Port Stanvac Power Station,SA,2020,Diesel,1639.0,2023.0,1.2342892007321538,Snowy Hydro Limited,Connected
Looma Ngd Power Station,WA,2020,Diesel,2524.0,1869.0,0.7404912836767037,Ck William Australia Holdings Pty Ltd,Disconnected
Loy Yang B Power Station,VIC,2020,Coal,8812348.0,9705888.0,1.1013963588364872,Pioneer Sail Holdings Pty Limited,Connected
Loy Yang Power Station And Mine,VIC,2020,Coal,16397733.0,19373698.0,1.181486367658261,Agl Energy Limited,Connected
Lucas Heights 1 Lfg Power Station,NSW,2020,Landfill Gas,12014.0,946.0,0.0787414682869985,Ck William Australia Holdings Pty Ltd,Connected
Lucas Heights 2 Lfg Power Station,NSW,2020,Landfill Gas,116253.0,9385.0,0.08072909946409985,Ck William Australia Holdings Pty Ltd,Connected
Msf,SA,2020,Solar,7108.0,7.0,0.0009848058525604951,Qs Maps Holdings No. 3 Pty Ltd,Connected
Mabuig Island Remote Generation,QLD,2020,Diesel,1233.0,902.0,0.7315490673154906,Energy Queensland Limited,Disconnected
Macarthur Wind Farm,VIC,2020,Wind,733853.0,10048.0,0.013692115450914557,Agl Energy Limited,Connected
Mackay Gas Turbine,QLD,2020,Diesel,32.0,46.0,1.4375,Stanwell Corporation Limited,Connected
Mackintosh Hydro Power Station,TAS,2020,Hydro,298011.0,686.0,0.0023019284523054517,Hydro-Electric Corporation,Connected
Manildra Prop Pty Ltd As Trustee For Manildra Asset Trust,NSW,2020,Solar,86626.0,180.0,0.0020778980906425324,New Energy Solar Limited,Connected
Maningrida,NT,2020,Diesel,9871.0,5784.0,0.5859588694154594,Power And Water Corporation,Disconnected
Mapoon Remote Generation,QLD,2020,Diesel,1816.0,1143.0,0.6294052863436124,Energy Queensland Limited,Disconnected
Marble Bar Power Station & Marble Bar Distribution Network,WA,2020,Diesel,2396.0,1424.0,0.5943238731218697,Regional Power Corporation,Disconnected
Maryborough Lfge Station,QLD,2020,Landfill Gas,7503.0,714.0,0.09516193522590964,Lgi Limited,Connected
Maryrorough Solar Farm,QLD,2020,Solar,50166.0,113.0,0.0022525216281943945,Impact Investment Group Pty Ltd,Connected
Mcarthur River Power Station,NT,2020,Gas,328429.0,168784.0,0.5139132049849435,Ck William Australia Holdings Pty Ltd,Disconnected
Mckay Creek Hydro,VIC,2020,Hydro,107442.0,4327.0,0.04027289142048733,Agl Energy Limited,Connected
Meadowbank Hydro Power Station,TAS,2020,Hydro,109867.0,25.0,0.00022754785331355185,Hydro-Electric Corporation,Connected
Meekatharra Town Powerstation,WA,2020,Diesel,6020.0,4141.0,0.6878737541528239,Contract Power Australia Pty Ltd,Disconnected
Menzies Facility,WA,2020,Diesel,625.0,501.0,0.8016,Ck William Australia Holdings Pty Ltd,Disconnected
Merredin Solar Farm,WA,2020,Solar,197870.0,1.0,5.05382321726386e-06,Risen Energy Australia Holdings Pty Ltd,Connected
Mica Creek Power Station,QLD,2020,Gas,229753.0,109653.0,0.47726471471536824,Stanwell Corporation Limited,Connected
Milikapiti (Snake Bay),NT,2020,Diesel,2327.0,1754.0,0.7537602062741727,Power And Water Corporation,Disconnected
Milingimbi,NT,2020,Diesel,4077.0,2517.0,0.6173657100809419,Power And Water Corporation,Disconnected
Millmerran Power Station (Facility),QLD,2020,Coal,6341419.0,5261560.0,0.8297133496461911,Ozgen Holdings Australia Pty Ltd,Connected
Milyakburra (Bickerton Island),NT,2020,Diesel,923.0,560.0,0.6067172264355363,Power And Water Corporation,Disconnected
Minjilang (Croker Island),NT,2020,Diesel,1380.0,867.0,0.6282608695652174,Power And Water Corporation,Disconnected
Mintaro Power Station,SA,2020,Gas,19515.0,14014.0,0.7181142710735332,International Power (Australia) Holdings Pty Limited,Connected
Minyerri (Hodgson Downs),NT,2020,Diesel,2429.0,1608.0,0.6620008233841087,Power And Water Corporation,Disconnected
Moorabool Wind Farm Pty Ltd,VIC,2020,Wind,69432.0,68108.0,0.9809309828321235,Moorabool Wind Farm (Holding) Pty Ltd,Connected
Moranbah North Cmm Power Station,QLD,2020,Waste Coal Mine Gas,360631.0,213054.0,0.5907811585803772,Ck William Australia Holdings Pty Ltd,Connected
Moranbah Power Station,QLD,2020,Coal Seam Methane,51517.0,28705.0,0.5571947124250247,Sustainable Energy Infrastructure Holdings Pty Limited,Connected
Moree Solar Farm,NSW,2020,Solar,134662.0,695.0,0.005161069938067161,Solar Farm Investments Pty Ltd,Connected
Mornington Peninsula Renewable Energy Facility,VIC,2020,Landfill Gas,4322.0,327.0,0.07565941693660343,Lms Energy Pty Ltd,Connected
Mortlake Power Station,VIC,2020,Gas,521400.0,296174.0,0.5680360567702339,Origin Energy Limited,Connected
Mortons Lane Windfarm Pty Ltd,VIC,2020,Wind,59463.0,45.0,0.0007567731194187983,Mortons Lane Wind Farm (Holding) Pty Ltd,Connected
Mount,NSW,2020,Gas,1562.0,956.0,0.6120358514724712,Origin Energy Limited,Connected
Mount Emerald Wind Farm,QLD,2020,Solar,334281.0,2676.0,0.008005241099553967,Ratch - Australia Corporation Pty Ltd,Connected
Mount Majura Solar Farm,ACT,2020,Solar,4191.0,1.0,0.00023860653781913624,Impact Investment Group Pty Ltd,Connected
Mt Gellibrand Wind Farm,VIC,2020,Wind,282916.0,967.0,0.0034179756535508772,Acciona Energy Oceania Pty Ltd,Connected
Mt Keith Power Station,WA,2020,Gas,314526.0,189293.0,0.6018357782822406,Transalta Energy (Australia) Pty Ltd,Disconnected
Mt Magnet Town Powerstation,WA,2020,Gas,3910.0,2393.0,0.6120204603580562,Contract Power Australia Pty Ltd,Disconnected
Mt Mercer Wind Farm Pty Ltd,VIC,2020,Wind,361086.0,50.0,0.00013847116753349617,Meridian Energy Australia Pty Limited,Connected
Mt Millar Wind Farm Pty Ltd,SA,2020,Wind,169954.0,602.0,0.0035421349306282877,Meridian Energy Australia Pty Limited,Connected
Mt Piper Power Station,NSW,2020,Coal,8085766.0,7092338.0,0.8771386656502302,Energyaustralia Holdings Limited,Connected
Mt Stuart Power Station,QLD,2020,Kerosene,39142.0,46548.0,1.1892085228143683,Origin Energy Limited,Connected
Mugga Lane Lfg Power Station,ACT,2020,Landfill Gas,0.0,3.0,,Ck William Australia Holdings Pty Ltd,Connected
Mugga Lane Lfge Station,ACT,2020,Landfill Gas,31140.0,2743.0,0.08808606294155427,Lgi Limited,Connected
Muja Power Station,WA,2020,Coal,3587410.0,3262123.0,0.9093253907415099,Electricity Generation And Retail Corporation,Connected
Mumbida Wind Farm Pty Ltd,WA,2020,Wind,200257.0,764.0,0.003815097599584534,Mumbida Wind Farm No 1 Holdings Pty Ltd,Connected
Mungarra Gas Turbine Station,WA,2020,Gas,30926.0,25262.0,0.8168531332859083,Electricity Generation And Retail Corporation,Connected
Murchison Radio Astronomy Power Station And Distribution Network,WA,2020,Diesel,2786.0,2053.0,0.7368987796123474,Regional Power Corporation,Disconnected
Murra Warra Wind Farm,VIC,2020,Wind,731187.0,561.0,0.0007672455883378671,Murra Warra Project Co Pty Ltd,Connected
Murray Island Remote Generation,QLD,2020,Diesel,2195.0,1512.0,0.6888382687927107,Energy Queensland Limited,Disconnected
Musselroe Wind Farm Pty Ltd,TAS,2020,Wind,556715.0,388.0,0.0006969454747941047,Shenhua Clean Energy Holdings Pty Limited,Connected
Nawma Renewable Energy Facility,SA,2020,Landfill Gas,8774.0,660.0,0.0752222475495783,Lms Energy Pty Ltd,Connected
Nawma Solar Facility,SA,2020,Solar,1613.0,0.0,,Lms Energy Pty Ltd,Connected
Numurkah Solar Farm Pty Ltd,VIC,2020,Solar,230544.0,1135.0,0.004923138316330071,Neoen Australia Pty. Ltd.,Connected
Nauiyu Nambiyu (Daly River),NT,2020,Solar,3361.0,1453.0,0.432311811960726,Power And Water Corporation,Disconnected
Nevertire Solar Farm,NSW,2020,Solar,235018.0,639.0,0.0027189406768843238,Elliott Green Nevertire Pty Ltd,Connected
New Gullen Range Wind Farm Pty Ltd,NSW,2020,Wind,505113.0,497.0,0.0009839382474812566,Beijing Jingneng Clean Energy (Australia) Holding Pty Ltd,Connected
Newcastle Renewable Energy Facility,NSW,2020,Landfill Gas,18511.0,1276.0,0.06893198638647291,Lms Energy Pty Ltd,Connected
Newgen Neerabup Power Station,WA,2020,Gas,200465.0,124564.0,0.6213753024218691,Shell Energy Holdings Australia Limited,Connected
Newman Power Station,WA,2020,Gas,291052.0,202430.0,0.6955114549977324,Pioneer Sail Holdings Pty Limited,Disconnected
Newport Power Station,VIC,2020,Gas,294712.0,187872.0,0.6374765873123592,Energyaustralia Holdings Limited,Connected
Newtricity Developments Biala Pty Ltd,NSW,2020,Wind,86622.0,554.0,0.006395603888157743,Beijing Jingneng Clean Energy (Australia) Holding Pty Ltd,Connected
Nguiu (Bathurst Island),NT,2020,Diesel,7506.0,4783.0,0.6372235544897416,Power And Water Corporation,Disconnected
Ngukurr (Roper River),NT,2020,Diesel,4911.0,3154.0,0.6422317246996538,Power And Water Corporation,Disconnected
Norseman Gold Power Station,WA,2020,Diesel,3303.0,2402.0,0.727217680896155,Contract Power Australia Pty Ltd,Disconnected
Nullagine Power Station & Nullagine Distribution Network,WA,2020,Diesel,1263.0,741.0,0.5866983372921615,Regional Power Corporation,Disconnected
Numbulwar (Rose River),NT,2020,Diesel,3038.0,2107.0,0.6935483870967742,Power And Water Corporation,Disconnected
Nyirripi (Waite Creek),NT,2020,Diesel,1122.0,599.0,0.533868092691622,Power And Water Corporation,Disconnected
Nyngan Solar Plant,NSW,2020,Solar,233367.0,845.0,0.003620906126401762,Agl Energy Limited,Connected
Oakey 1 Solar Farm,NSW,2020,Solar,52050.0,0.0,,Oakey 1 Asset Company Pty Ltd,Connected
Oakey 1 Solar Farm,QLD,2020,Solar,52050.0,0.0,,Oakey 1 New Holdco Pty Ltd,Connected
Oakey 2 Solar Farm,QLD,2020,Solar,103664.0,0.0,,Fs Oakey 2 Pty Ltd,Connected
Oakey Power Station,QLD,2020,Gas,46365.0,35233.0,0.7599051008303678,Shell Energy Holdings Australia Limited,Connected
Oaklands Hill Wind Farm,VIC,2020,Wind,175086.0,532.0,0.003038506790948448,Agl Energy Limited,Connected
Oaky Creek Ii Wcmg Power Station,QLD,2020,Waste Coal Mine Gas,92780.0,52741.0,0.5684522526406554,Ck William Australia Holdings Pty Ltd,Connected
Oaky Creek Wcmg Power Station,QLD,2020,Waste Coal Mine Gas,78203.0,40655.0,0.5198649668171298,Ck William Australia Holdings Pty Ltd,Connected
Onslow Power Station & Onslow Distribution Network,WA,2020,Gas,18909.0,9738.0,0.5149928605425987,Regional Power Corporation,Disconnected
Ord Hydro,WA,2020,Hydro,127962.0,62.0,0.00048451884153107955,Spic Pacific Energy Pty Ltd,Disconnected
Orwaitilla (Canteen Creek),NT,2020,Diesel,853.0,617.0,0.7233294255568582,Power And Water Corporation,Disconnected
Osborne Facility,SA,2020,Gas,392736.0,165127.0,0.4204529251201825,Atco Australia Pty Ltd,Connected
Owen Springs Power Station,NT,2020,Gas,124348.0,70403.0,0.566177180171776,Power Generation Corporation,Disconnected
Parkes Solar Farm Pty Ltd,NSW,2020,Solar,125849.0,287.0,0.0022805107708444247,Neoen Australia Pty. Ltd.,Connected
Palm Island Remote Generation,QLD,2020,Diesel,8577.0,6018.0,0.701643931444561,Energy Queensland Limited,Disconnected
Paloona Hydro Power Station,TAS,2020,Hydro,84755.0,23.0,0.000271370420624152,Hydro-Electric Corporation,Connected
Palumpa,NT,2020,Diesel,1536.0,1065.0,0.693359375,Power And Water Corporation,Disconnected
Papunya,NT,2020,Diesel,2026.0,1451.0,0.7161895360315893,Power And Water Corporation,Disconnected
Paraburdoo Power Station,WA,2020,Gas,535802.0,288095.0,0.5376892956726552,Rio Tinto Limited,Connected
Parangana Hydro Power Station,TAS,2020,Hydro,5089.0,0.0,,Hydro-Electric Corporation,Connected
Parkeston Power Station,WA,2020,Gas,261661.0,146132.0,0.5584783364735287,Goldfields Power Pty Ltd,Connected
Pelican Point Power Station,SA,2020,Gas,2542096.0,1009365.0,0.3970601424965855,International Power (Australia) Holdings Pty Limited,Connected
Peppimenarti,NT,2020,Diesel,1430.0,991.0,0.693006993006993,Power And Water Corporation,Disconnected
Pidgeon Hole,NT,2020,Diesel,540.0,436.0,0.8074074074074075,Power And Water Corporation,Disconnected
Pindari Hydro,NSW,2020,Hydro,0.0,24.0,,Agl Energy Limited,Connected
Pine Creek A Power Station,NT,2020,Gas,212685.0,99718.0,0.46885299856595436,Ck William Australia Holdings Pty Ltd,Connected
Pinjar Gas Turbine Station,WA,2020,Gas,559454.0,497194.0,0.8887129236720088,Electricity Generation And Retail Corporation,Connected
Pirlangimpi (Garden Point),NT,2020,Diesel,2155.0,1692.0,0.7851508120649652,Power And Water Corporation,Disconnected
Poatina Hydro Power Station,TAS,2020,Hydro,1134057.0,1396.0,0.0012309786897836705,Hydro-Electric Corporation,Connected
Pormpuraaw,QLD,2020,Diesel,3236.0,2252.0,0.695920889987639,Energy Queensland Limited,Disconnected
Port Hedland Power Station,WA,2020,Gas,551410.0,412528.0,0.7481329682087738,Pioneer Sail Holdings Pty Limited,Connected
Port Lincoln Power Station,SA,2020,Diesel,749.0,1898.0,2.534045393858478,International Power (Australia) Holdings Pty Limited,Connected
Portland Wind Farms,VIC,2020,Wind,458710.0,309.0,0.0006736282182642628,Spic Pacific Energy Pty Ltd,Connected
Quarantine Power Station,SA,2020,Gas,131622.0,84185.0,0.6395967239519229,Origin Energy Limited,Connected
Ramingining,NT,2020,Diesel,3813.0,2270.0,0.5953317597692106,Power And Water Corporation,Disconnected
Ratch-Australia Collinsville Solar Pv,QLD,2020,Solar,124893.0,261.0,0.0020897888592635297,Ratch - Australia Corporation Pty Ltd,Connected
Ravensthorpe Power Station,WA,2020,Diesel,69.0,50.0,0.7246376811594203,Electricity Networks Corporation,Connected
Red Hill Lfg Power Station,WA,2020,Landfill Gas,21499.0,1656.0,0.07702683845760268,Ck William Australia Holdings Pty Ltd,Connected
Reece Hydro Power Station,TAS,2020,Hydro,780743.0,1751.0,0.0022427354455947734,Hydro-Electric Corporation,Connected
Reedy Creek Renewable Energy Facility,QLD,2020,Landfill Gas,7065.0,506.0,0.0716206652512385,Lms Energy Pty Ltd,Disconnected
Remount Renewable Energy Facility,TAS,2020,Landfill Gas,9308.0,634.0,0.06811345079501505,Lms Energy Pty Ltd,Connected
Repulse Hydro Power Station,TAS,2020,Hydro,138734.0,15.0,0.00010812057606642929,Hydro-Electric Corporation,Connected
Robinson River,NT,2020,Diesel,1173.0,876.0,0.7468030690537084,Power And Water Corporation,Disconnected
Rochedale Renewable Energy Facility,QLD,2020,Landfill Gas,46794.0,3516.0,0.07513783818438262,Lms Energy Pty Ltd,Connected
Rockingham Landfill,WA,2020,Landfill Gas,11434.0,1384.0,0.12104250481021515,Sustainable Energy Infrastructure Holdings Pty Limited,Connected
Roma Power Station,QLD,2020,Gas,48605.0,31916.0,0.6566402633473922,Origin Energy Limited,Connected
Ron Goodin Power Station,NT,2020,Gas,67111.0,48927.0,0.7290459090164056,Power Generation Corporation,Disconnected
Ross River Solar Farm,QLD,2020,Solar,268582.0,928.0,0.0034551831470463396,Palisade Solar 1 Pty Ltd,Connected
Rowallan Hydro Power Station,TAS,2020,Hydro,29798.0,0.0,,Hydro-Electric Corporation,Connected
Royal Melbourne Hospital Cogeneration Plant,VIC,2020,Gas,27376.0,28974.0,1.0583722969023963,Momentum Energy Pty Limited,Connected
Royalla Solar Farm,ACT,2020,Solar,34712.0,170.0,0.004897441806867942,Dif Infra 4 Holdings Australia Pty Ltd,Connected
Rubicon Hydro Scheme,VIC,2020,Hydro,0.0,207.0,,Agl Energy Limited,Connected
Sims Gillman Solar Facility,SA,2020,Solar,548.0,0.0,,Lms Energy Pty Ltd,Disconnected
St. Vincent'S Hospital Cogeneration Plant,VIC,2020,Gas,11190.0,12817.0,1.1453976764968723,Momentum Energy Pty Limited,Connected
Sabai Island Remote Generation,QLD,2020,Diesel,1805.0,1280.0,0.7091412742382271,Energy Queensland Limited,Disconnected
Salt Creek Wind Farm,VIC,2020,Wind,156467.0,316.0,0.002019595186205398,Salt Creek Wind Farm Pty Ltd,Connected
Sandstone Town Powerstation,WA,2020,Diesel,652.0,511.0,0.7837423312883436,Contract Power Australia Pty Ltd,Disconnected
Sapphire Wind Farm,NSW,2020,Wind,810035.0,1789.0,0.0022085465442851235,Grand Bargain Holdco Pty Ltd,Connected
Seaford Heights Renewable Energy Facility,SA,2020,Landfill Gas,20750.0,1540.0,0.07421686746987952,Lms Energy Pty Ltd,Disconnected
Seaford Heights Solar Facility,SA,2020,Solar,672.0,0.0,,Lms Energy Pty Ltd,Connected
Shepparton Renewable Energy Facility,VIC,2020,Landfill Gas,6356.0,468.0,0.0736312146003776,Lms Energy Pty Ltd,Connected
Shoalhaven Scheme,NSW,2020,Hydro,124131.0,124332.0,1.0016192570751867,Origin Energy Limited,Connected
Silverton Wind Farm,NSW,2020,Wind,785121.0,416.0,0.0005298546338717217,Agl Energy Limited,Connected
Smithfield Gas Turbine,NSW,2020,Gas,28730.0,20265.0,0.7053602506091193,Infigen Energy Limited,Connected
Snowtown South Wind Farm Pty Ltd,SA,2020,Wind,412883.0,165.0,0.0003996289505743758,Tinsel Bidco Pty Ltd,Connected
Snowtown Wind Farm,SA,2020,Wind,314593.0,436.0,0.001385917677761425,Snowtown Wind Farm Pty Ltd,Connected
Snowtown Wind Farm Stage 2 Pty Ltd,SA,2020,Wind,424178.0,219.0,0.0005162926884468312,Tinsel Bidco Pty Ltd,Connected
Snowy Hydro Ltd,NSW,2020,Hydro,4766882.0,210425.0,0.044143110737794644,Snowy Hydro Limited,Connected
Snuggery Power Station,SA,2020,Diesel,673.0,1183.0,1.7578008915304606,International Power (Australia) Holdings Pty Limited,Connected
Solomon Power Station,WA,2020,Gas,300671.0,183646.0,0.61078720594936,Fortescue Metals Group Ltd,Disconnected
Somerton Power Station,VIC,2020,Gas,100117.0,72255.0,0.721705604442802,Agl Energy Limited,Connected
South Cardup Renewable Energy Facility,WA,2020,Landfill Gas,18626.0,1476.0,0.07924406743262107,Lms Energy Pty Ltd,Connected
South Hedland Power Station,WA,2020,Gas,422105.0,220840.0,0.52318735859561,Transalta Energy (Australia) Pty Ltd,Connected
Springvale Lfg Power Station,VIC,2020,Landfill Gas,6186.0,484.0,0.07824118978338183,Ck William Australia Holdings Pty Ltd,Connected
Stanwell Power Station,QLD,2020,Coal,8144140.0,6921944.0,0.8499293970879676,Stanwell Corporation Limited,Connected
Stapylton Renewable Energy Facility,QLD,2020,Landfill Gas,27478.0,1994.0,0.07256714462479075,Lms Energy Pty Ltd,Connected
Starfish Hill Wind Farm,SA,2020,Wind,87345.0,89.0,0.0010189478504779895,Ratch - Australia Corporation Pty Ltd,Connected
Stephen Island Remote Generation,QLD,2020,Diesel,494.0,357.0,0.7226720647773279,Energy Queensland Limited,Disconnected
Stockland Headquarters,NSW,2020,Gas,918.0,570.0,0.6209150326797386,Origin Energy Limited,Connected
Sunraysia Solar Farm,NSW,2020,Solar,87835.0,1969.0,0.022417031934877898,Sunraysia Solar Farm Holdings Pty Ltd,Connected
Susan River Solar Farm,QLD,2020,Solar,151621.0,396.0,0.002611775413695992,Elliott Green Susan River Pty Ltd,Connected
Swan Hill Solar Farm,VIC,2020,Solar,36584.0,67.0,0.0018314017056636782,Impact Investment Group Pty Ltd,Connected
Swanbank E Power Station,QLD,2020,Gas,1081811.0,441273.0,0.40790211968634077,Cleanco Queensland Limited,Connected
Swanbank Renewable Energy Facility,QLD,2020,Landfill Gas,12789.0,944.0,0.07381343341934475,Lms Energy Pty Ltd,Connected
Twwf,VIC,2020,Solar,26496.0,22.0,0.0008303140096618357,Qs Maps Holdings No. 3 Pty Ltd,Connected
Tahmoor Wcmg Power Station,NSW,2020,Waste Coal Mine Gas,48276.0,27465.0,0.5689162316679095,Ck William Australia Holdings Pty Ltd,Connected
Tailem Bend Solar Farm,SA,2020,Solar,172776.0,818.0,0.004734453859332315,Vena Energy Services (Australia) Pty Ltd,Connected
Tallawarra Power Station,NSW,2020,Gas,678259.0,265208.0,0.39101287266368745,Energyaustralia Holdings Limited,Connected
Tamala Park Lfg Power Station,WA,2020,Landfill Gas,32599.0,2508.0,0.07693487530292341,Ck William Australia Holdings Pty Ltd,Connected
Tamar Valley Power Station,TAS,2020,Gas,86661.0,46720.0,0.5391121727189855,Hydro-Electric Corporation,Connected
Tara (Neutral Junction),NT,2020,Diesel,341.0,264.0,0.7741935483870968,Power And Water Corporation,Disconnected
Taralga Wind Farm,NSW,2020,Wind,291725.0,509.0,0.0017447938983631845,Spic Pacific Energy Pty Ltd,Connected
Tarong Power Stations,QLD,2020,Coal,11983433.0,10686422.0,0.8917663243913493,Stanwell Corporation Limited,Connected
Tarraleah Hydro Power Station,TAS,2020,Hydro,629105.0,104.0,0.00016531421622781572,Hydro-Electric Corporation,Connected
Tennant Creek Power Station,NT,2020,Gas,30790.0,19239.0,0.6248457291328353,Power Generation Corporation,Disconnected
The Daydream Solar Farm Trust,QLD,2020,Solar,328042.0,35.0,0.00010669365508075185,Edify Energy Pty. Ltd.,Connected
The Drop Hydro,NSW,2020,Hydro,3360.0,0.0,,Spic Pacific Energy Pty Ltd,Connected
The Hayman Solar Farm Trust,QLD,2020,Solar,104180.0,17.0,0.0001631791130735266,Edify Energy Pty. Ltd.,Connected
Thursday Island Remote Generation,QLD,2020,Diesel,26545.0,17075.0,0.6432473158786965,Energy Queensland Limited,Disconnected
Ti Tree Generation,NT,2020,Diesel,2297.0,1695.0,0.7379190248149761,Power And Water Corporation,Disconnected
Timber Creek,NT,2020,Diesel,2479.0,1796.0,0.7244856797095603,Power And Water Corporation,Disconnected
Titjikala (Maryvale),NT,2020,Diesel,1089.0,562.0,0.5160697887970616,Power And Water Corporation,Disconnected
Toora Wind Farm,VIC,2020,Wind,55953.0,215.0,0.003842510678605258,Ratch - Australia Corporation Pty Ltd,Connected
Torrens Island Power Station,SA,2020,Gas,1668980.0,969357.0,0.5808080384426416,Agl Energy Limited,Connected
Tower Csm Power Station,NSW,2020,Waste Coal Mine Gas,163269.0,105354.0,0.6452786505705308,Ck William Australia Holdings Pty Ltd,Connected
Townsville Power Station,QLD,2020,Coal Seam Methane,235780.0,135169.0,0.5732844176774959,Ratch - Australia Corporation Pty Ltd,Connected
Trevallyn Hydro Power Station,TAS,2020,Hydro,409942.0,73.0,0.00017807397143986223,Hydro-Electric Corporation,Connected
Tribute Hydro Power Station,TAS,2020,Hydro,212833.0,50.0,0.00023492597482533255,Hydro-Electric Corporation,Connected
Tungatinah Hydro Power Station,TAS,2020,Hydro,464026.0,156.0,0.00033618805842776053,Hydro-Electric Corporation,Connected
Umbakumba,NT,2020,Diesel,2781.0,2090.0,0.7515282272563826,Power And Water Corporation,Disconnected
University Of Nsw,NSW,2020,Gas,2298.0,1316.0,0.5726718885987816,Origin Energy Limited,Connected
Uranquinty Power Station,NSW,2020,Gas,163386.0,109228.0,0.6685272911999804,Origin Energy Limited,Connected
Vales Point Power Station,NSW,2020,Coal,6770119.0,6466340.0,0.9551294445489067,Delta Electricity Pty Ltd,Connected
Valley Power,VIC,2020,Gas,8380.0,9222.0,1.1004773269689738,Snowy Hydro Limited,Connected
Visy Energy - Coolaroo Co-Gen,VIC,2020,Biofuel,20828.0,34501.0,1.6564720568465527,Pratt Consolidated Holdings Pty. Ltd.,Connected
Wadeye (Port Keats),NT,2020,Gas,9591.0,5809.0,0.605671984151809,Power And Water Corporation,Disconnected
Wagerup Power Station,WA,2020,Gas,334356.0,189349.0,0.5663095622629772,Pioneer Sail Holdings Pty Limited,Connected
Walungurru (Kintore),NT,2020,Diesel,1788.0,1033.0,0.5777404921700223,Power And Water Corporation,Disconnected
Warmun Facility,WA,2020,Diesel,2619.0,1972.0,0.752959144711722,Ck William Australia Holdings Pty Ltd,Disconnected
Warraber Island Remote Generation,QLD,2020,Diesel,1533.0,1086.0,0.7084148727984344,Energy Queensland Limited,Disconnected
Warradarge Wind Farm,WA,2020,Wind,499330.0,1541.0,0.0030861354214647627,Bei Wwf Pty Ltd,Connected
Warruwi (Goulburn Is),NT,2020,Diesel,2040.0,1256.0,0.615686274509804,Power And Water Corporation,Disconnected
Warwick Solar Farm,QLD,2020,Solar,20398.0,405.0,0.019854887734091577,The University Of Queensland,Connected
Wasaga Remote Generation,QLD,2020,Diesel,4841.0,3367.0,0.6955174550712663,Energy Queensland Limited,Disconnected
Waterloo Wind Farm,SA,2020,Wind,335361.0,252.0,0.0007514290570459892,Palisade Waterloo Holdings Pty Ltd,Connected
