Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes
POWER AND WATER CORPORATION,Pirlangimpi (Garden Point),F,NT,8504,2362,1836,0,1836,0.78,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Ramingining,F,NT,17284,4801,3007,0,3007,0.63,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Robinson River,F,NT,4079,1133,830,0,830,0.73,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Tara (Neutral Junction),F,NT,1147,319,274,0,274,0.86,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Ti Tree Generation,F,NT,8991,2498,1816,0,1816,0.73,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Timber Creek,F,NT,9651,2681,1801,0,1801,0.67,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Titjikala (Maryvale),F,NT,3489,969,240,0,240,0.25,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Umbakumba,F,NT,11380,3161,2311,0,2311,0.73,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wadeye (Port Keats),F,NT,36353,10098,6721,0,6721,0.67,Off,Off-grid,Gas,-
POWER AND WATER CORPORATION,Walungurru (Kintore),F,NT,7320,2033,1212,0,1212,0.6,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Warruwi (Goulburn Is),F,NT,7810,2169,1372,0,1372,0.63,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wilora (Stirling),F,NT,1169,325,260,0,260,0.8,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Wirliyatjarrayi (Willowra),F,NT,3872,1076,776,0,776,0.72,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Yarralin,F,NT,5778,1605,1118,0,1118,0.7,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Yuendumu,F,NT,18125,5035,3095,0,3095,0.61,Off,Off-grid,Diesel,-
POWER AND WATER CORPORATION,Corporate Total,C,-,523499,145416,94825,0,94825,,-,-,-,-
POWER GENERATION CORPORATION,Channel Island Power Station,F,NT,2664641,740178,462116,0,462116,0.62,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Katherine Power Station,F,NT,153993,42776,29557,0,29557,0.69,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Kings Canyon,F,NT,7117,1977,1396,0,1396,0.71,Off,Off-grid,Diesel,-
POWER GENERATION CORPORATION,Owen Springs Power Station,F,NT,534233,148398,79455,0,79455,0.54,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Ron Goodin Power Station,F,NT,153212,42559,31811,0,31811,0.75,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Tennant Creek Power Station,F,NT,105527,29313,22243,0,22243,0.76,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Weddell Power Station,F,NT,1737593,482665,268884,0,268884,0.56,On,DKIS,Gas,-
POWER GENERATION CORPORATION,Yulara Power Station,F,NT,70047,19458,14580,0,14580,0.75,Off,Off-grid,Gas,-
POWER GENERATION CORPORATION,Corporate Total,C,-,5426363,1507324,910042,0,910042,,-,-,-,-
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,F,VIC,73300,20361,22795,8612,31407,1.12,On,NEM,Biofuel,-
PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Corporate Total,C,-,73300,20361,22795,8612,31407,,-,-,-,-
PRIME RENEWABLES PTY LTD,Chepstowe Wind Farm,F,ACT,55064,15296,0,11,11,0,On,NEM,Wind,-
PRIME RENEWABLES PTY LTD,Diapur Wind Farm,F,ACT,126998,35277,0,23,23,0,On,NEM,Wind,-
PRIME RENEWABLES PTY LTD,Ferguson Wind Farm,F,ACT,146225,40618,0,52,52,0,On,NEM,Wind,-
PRIME RENEWABLES PTY LTD,Maroona Wind Farm,F,VIC,81175,22549,0,24,24,0,On,NEM,Wind,-
PRIME RENEWABLES PTY LTD,Mortons Lane Wind Farm,F,ACT,191778,53272,0,49,49,0,On,NEM,Wind,-
PRIME RENEWABLES PTY LTD,Corporate Total,C,-,601240,167011,0,159,159,,-,-,-,-
QGC UPSTREAM INVESTMENTS PTY LTD,Condamine Power Station,F,QLD,346146,96152,52667,4905,57572,0.55,On,NEM,Gas,-
QGC UPSTREAM INVESTMENTS PTY LTD,Corporate Total,C,-,346146,96152,52667,4905,57572,,-,-,-,-
QGIF SWAN HOLDCO PTY LTD,Blue Rock,F,VIC,37681,10467,0,0,0,0,On,NEM,Hydro,-
QGIF SWAN HOLDCO PTY LTD,Cardinia,F,VIC,16042,4456,0,0,0,0,On,NEM,Hydro,-
QGIF SWAN HOLDCO PTY LTD,Cue Hub,F,WA,0,0,0,29,29,0,Off,Off-grid,Battery,-
QGIF SWAN HOLDCO PTY LTD,Cue Town Power Station,F,WA,12308,3419,2352,0,2352,0.69,Off,Off-grid,Diesel,-
QGIF SWAN HOLDCO PTY LTD,Esperance Town Power Station,F,WA,307915,85532,28588,7,28595,0.33,Off,Off-grid,Gas,-
QGIF SWAN HOLDCO PTY LTD,Meekatharra Solar Farm,F,WA,1917,533,0,0,0,0,Off,Off-grid,Solar,-
QGIF SWAN HOLDCO PTY LTD,Meekatharra Town Power Station,F,WA,23110,6419,4165,0,4165,0.65,Off,Off-grid,Diesel,-
QGIF SWAN HOLDCO PTY LTD,Mt Magnet Town Power Station,F,WA,15901,4417,2643,3,2646,0.6,Off,Off-grid,Gas,-
QGIF SWAN HOLDCO PTY LTD,Norseman Power Station,F,WA,17674,4910,3182,0,3182,0.65,Off,Off-grid,Diesel,-
QGIF SWAN HOLDCO PTY LTD,Nova Power Station,F,VIC,4226,1174,3389,384,3773,2.89,On,NEM,Gas,-
QGIF SWAN HOLDCO PTY LTD,Sandstone Town Power Station,F,WA,2872,798,525,0,525,0.66,Off,Off-grid,Diesel,-
QGIF SWAN HOLDCO PTY LTD,Wiluna Town Power Station,F,WA,8578,2383,1423,0,1423,0.6,Off,Off-grid,Diesel,-
QGIF SWAN HOLDCO PTY LTD,Yalgoo Town Power Station,F,WA,3741,1039,683,0,683,0.66,Off,Off-grid,Diesel,-
QGIF SWAN HOLDCO PTY LTD,Corporate Total,C,-,451965,125546,46950,423,47373,,-,-,-,-
QS MAPS HOLDINGS NO. 3 PTY LTD,MSF,F,SA,40102,11139,0,7,7,0,On,NEM,Solar,-
QS MAPS HOLDINGS NO. 3 PTY LTD,PAP1,F,SA,5870,1631,0,169,169,0,Off,Off-grid,Solar,-
QS MAPS HOLDINGS NO. 3 PTY LTD,TWWF,F,VIC,89093,24748,0,26,26,0,On,NEM,Wind,-
QS MAPS HOLDINGS NO. 3 PTY LTD,YWF,F,VIC,109192,30331,0,27,27,0,On,NEM,Wind,-
QS MAPS HOLDINGS NO. 3 PTY LTD,Corporate Total,C,-,244257,67849,0,229,229,,-,-,-,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Collector Wind Farm,F,NSW,1695774,471048,30,1840,1870,0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Kemerton Power Station,F,WA,1632858,453572,221593,1681,223274,0.49,On,SWIS,Gas,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Mount Emerald Wind Farm,F,QLD,1919075,533076,33,935,968,0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Ratch-Australia Collinsville Solar PV,F,QLD,307740,85483,40,151,191,0,On,NEM,Solar,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Starfish Hill Wind Farm,F,SA,264220,73395,33,109,142,0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Toora Wind Farm,F,VIC,182644,50734,28,211,239,0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Townsville Power Station,F,QLD,770677,214077,118036,2303,120339,0.55,On,NEM,Coal Seam Methane,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Windy Hill Wind Farm,F,QLD,78531,21814,19,19,38,0,On,NEM,Wind,-
RATCH - AUSTRALIA CORPORATION PTY LTD,Corporate Total,C,-,6851519,1903200,339812,7249,347061,,-,-,-,-
REGIONAL POWER CORPORATION,Blackstone Power Station & Distribution Network,F,WA,2872,798,816,0,816,1.02,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Burringurrah Power Station & Distribution Network,F,WA,2714,754,562,0,562,0.75,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Carnarvon Power Station & Distribution network,F,WA,149751,41597,24746,57,24803,0.59,Off,Off-grid,Gas,-
REGIONAL POWER CORPORATION,Cosmo Newberry Power Station & Distribution Network,F,WA,1481,412,332,0,332,0.81,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Denham Power Station & Denham Distribution network,F,WA,22441,6234,2722,0,2722,0.44,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Gascoyne Junction Power Station & Distribution network,F,WA,2741,761,588,0,588,0.77,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Jameson Power Station & Distribution Network,F,WA,3086,857,707,0,707,0.82,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Jarlmadangah Power Station & Distribution Network,F,WA,1455,404,369,0,369,0.91,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Jigalong Power Station & Distribution Network,F,WA,8376,2327,1531,0,1531,0.66,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kalumburu Power Station & Distribution network,F,WA,8802,2445,1021,0,1021,0.42,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Karratha Temporary Generation Power Station,F,WA,357,99,159,0,159,1.6,On,NWIS,Diesel,-
REGIONAL POWER CORPORATION,Kiwirrkurra Power Station & Distribution Network,F,WA,1979,550,755,0,755,1.37,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kunawarritji Power Station & Distribution Network,F,WA,1814,504,451,0,451,0.89,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kununurra Power Station & Kununurra Distribution network,F,WA,359,100,208,0,208,2.09,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Kupungarri Power Station & Distribution Network,F,WA,2533,704,553,0,553,0.79,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Laverton Power Station & Distribution Network,F,WA,15778,4383,3115,0,3115,0.71,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Marble Bar Power Station & Marble Bar Distribution network,F,WA,7971,2214,1176,0,1176,0.53,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Menzies Power Station & Distribution Network,F,WA,2705,751,590,0,590,0.79,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Mindibungu Power Station & Distribution Network,F,WA,3526,979,791,0,791,0.81,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Mount Margaret Power Station & Distribution Network,F,WA,1091,303,255,0,255,0.84,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Mulan Power Station & Distribution Network,F,WA,2592,720,562,0,562,0.78,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Muludja Power Station & Distribution Network,F,WA,2724,757,577,0,577,0.76,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Murchison Radio Astronomy Power Station and Distribution Network,F,WA,12205,3390,2356,0,2356,0.69,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Nullagine Power Station & Nullagine Distribution network,F,WA,4430,1231,698,0,698,0.57,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Onslow Power Station & Onslow Distribution Network,F,WA,76903,21362,10687,0,10687,0.5,Off,Off-grid,Gas,-
REGIONAL POWER CORPORATION,Pandanus Park Power Station & Distribution Network,F,WA,1474,409,363,0,363,0.89,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Parnngurr Power Station & Distribution Network,F,WA,3047,846,465,0,465,0.55,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Punmu Power Station & Distribution Network,F,WA,3420,950,801,0,801,0.84,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Ringer Soak Power Station & Distribution Network,F,WA,3378,938,638,0,638,0.68,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Tjuntjuntjara Power Station & Distribution Network,F,WA,3029,841,710,0,710,0.84,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wakathuni Power Station & Distribution Network,F,WA,1978,550,403,0,403,0.73,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wanarn Power Station & Distribution Network,F,WA,3130,869,742,0,742,0.85,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wangkatjungka Power Station & Distribution Network,F,WA,4216,1171,871,0,871,0.74,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Warakurna Power Station & Distribution Network,F,WA,6506,1807,1425,0,1425,0.79,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Warburton Power Station & Distribution Network,F,WA,14662,4073,2754,0,2754,0.68,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Warralong Power Station & Distribution Network,F,WA,2387,663,774,0,774,1.17,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wingellina (Irrunytju) Power Station & Distribution Network,F,WA,3195,888,641,0,641,0.72,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wirrimanu Power Station & Distribution Network,F,WA,10507,2919,2151,0,2151,0.74,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Woolah Power Station & Distribution Network,F,WA,2283,634,453,0,453,0.71,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wurreranginy Power Station & Distribution Network,F,WA,925,257,256,0,256,1,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Wyndham Power Station & Distribution network,F,WA,247,69,43,0,43,0.63,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Yakanarra Power Station & Distribution Network,F,WA,2436,677,550,0,550,0.81,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Yandeyarra Power Station & Distribution Network,F,WA,5197,1443,923,0,923,0.64,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Yiyili Power Station & Distribution Network,F,WA,3052,848,642,0,642,0.76,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Yungngora Power Station & Yungngora Distribution Network,F,WA,7649,2125,1295,0,1295,0.61,Off,Off-grid,Diesel,-
REGIONAL POWER CORPORATION,Corporate Total,C,-,423404,117613,73227,57,73284,,-,-,-,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Wonthaggi Wind Farm,F,VIC,88415,24560,4,36,40,0,On,NEM,Wind,-
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,88415,24560,4,36,40,,-,-,-,-
RISEN ENERGY AUSTRALIA HOLDINGS PTY LTD,Yarranlea Solar Farm,F,QLD,734764,204101,26,0,26,0,On,NEM,Solar,-
RISEN ENERGY AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,734764,204101,26,0,26,,-,-,-,-
RWE RENEWABLES AUSTRALIA PTY LTD,Limondale Solar Farm,F,NSW,1924694,534637,119,2256,2375,0,On,NEM,Solar,-
RWE RENEWABLES AUSTRALIA PTY LTD,Corporate Total,C,-,1924694,534637,119,2256,2375,,-,-,-,-
SALT CREEK WIND FARM PTY LTD,Salt Creek Wind Farm,F,VIC,421517,117088,54,518,572,0,On,NEM,Wind,-
SALT CREEK WIND FARM PTY LTD,Corporate Total,C,-,421517,117088,54,518,572,,-,-,-,-
SANTOS LIMITED,Wilga Park Power Station,F,NSW,534873,148576,83961,1,83962,0.57,On,NEM,Coal Seam Methane,-
SANTOS LIMITED,Corporate Total,C,-,534873,148576,83961,1,83962,,-,-,-,-
SEBASTOPOL HOLDINGS CO PTY LTD,Sebastopol Solar Farm,F,NSW,649033,180287,17,0,17,0,On,NEM,Solar,-
SEBASTOPOL HOLDINGS CO PTY LTD,Corporate Total,C,-,649033,180287,17,0,17,,-,-,-,-
SENTIENT IMPACT GROUP PTY LTD,Baking Board Solar Farm,F,QLD,132388,36774,17,64,81,0,On,NEM,Solar,-
SENTIENT IMPACT GROUP PTY LTD,Karratha Solar Farm,F,WA,3058,850,0,2,2,0,On,NEM,Solar,-
SENTIENT IMPACT GROUP PTY LTD,Maryrorough Solar Farm,F,QLD,222585,61829,17,90,107,0,On,NEM,Solar,-
SENTIENT IMPACT GROUP PTY LTD,Mount Majura Solar Farm,F,ACT,6686,1857,0,0,0,0,On,NEM,Solar,-
SENTIENT IMPACT GROUP PTY LTD,Swan Hill Solar Farm,F,VIC,100197,27833,2,54,56,0,On,NEM,Solar,-
SENTIENT IMPACT GROUP PTY LTD,Williamsdale Solar Farm,F,ACT,30428,8452,2,21,23,0,On,NEM,Solar,-
SENTIENT IMPACT GROUP PTY LTD,Corporate Total,C,-,495342,137595,38,231,269,,-,-,-,-
SEV.EN GLOBAL INVESTMENTS PTY LTD,Vales Point Power Station,F,NSW,26137136,7260315,7043816,68147,7111963,0.97,On,NEM,Black Coal,-
SEV.EN GLOBAL INVESTMENTS PTY LTD,Corporate Total,C,-,26137136,7260315,7043816,68147,7111963,,-,-,-,-
SHELL ENERGY HOLDINGS AUSTRALIA LIMITED,Gangarri Solar Farm,F,QLD,711597,197666,86,633,719,0,On,NEM,Solar,-
SHELL ENERGY HOLDINGS AUSTRALIA LIMITED,Newgen Neerabup Power Station,F,WA,667342,185373,115984,2510,118494,0.63,On,SWIS,Gas,-
SHELL ENERGY HOLDINGS AUSTRALIA LIMITED,Oakey Power Station,F,QLD,281961,78323,53337,2031,55368,0.68,On,NEM,Gas,-
SHELL ENERGY HOLDINGS AUSTRALIA LIMITED,Corporate Total,C,-,1660900,461361,169407,5174,174581,,-,-,-,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Musselroe Wind Farm Pty LTd,F,TAS,1986882,551912,185,135,320,0,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Bluff Point Wind Farm Pty Ltd,F,TAS,751102,208639,87,25,112,0,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Woolnorth Studland Bay Wind Farm Pty Ltd,F,TAS,832996,231388,77,27,104,0,On,NEM,Wind,-
SHENHUA CLEAN ENERGY HOLDINGS PTY LIMITED,Corporate Total,C,-,3570980,991939,349,187,536,,-,-,-,-
SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,F,SA,1098991,305275,103,197,300,0,On,NEM,Wind,-
SNOWTOWN WIND FARM PTY LTD,Corporate Total,C,-,1098991,305275,103,197,300,,-,-,-,-
SNOWY HYDRO LIMITED,Angaston Power Station,F,SA,6879,1911,1325,284,1609,0.69,On,NEM,Diesel,-
SNOWY HYDRO LIMITED,Colongra Power Station,F,NSW,378866,105241,63830,4987,68817,0.61,On,NEM,Gas,-
SNOWY HYDRO LIMITED,HEZ Power Station,F,NSW,2325,646,455,577,1032,0.7,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Laverton North Power Station,F,VIC,420244,116734,72327,2497,74824,0.62,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,F,SA,19049,5291,3558,466,4024,0.67,On,NEM,Diesel,-
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,15455272,4293131,1626,389553,391179,0,On,NEM,Hydro,-
SNOWY HYDRO LIMITED,Valley Power,F,VIC,82166,22824,17317,1954,19271,0.76,On,NEM,Gas,-
SNOWY HYDRO LIMITED,Corporate Total,C,-,16364801,4545778,160438,400318,560756,,-,-,-,-
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,455510,126531,93,139,232,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,627929,174425,64,115,179,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,F,VIC,149355,41487,50,64,114,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,F,VIC,866301,240639,72,335,407,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Dromana Battery Energy Storage System,F,VIC,0,0,4,62,66,0,On,NEM,Battery,-
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro,F,VIC,36249,10069,6,0,6,0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro,F,VIC,25641,7122,8,0,8,0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Haughton Solar Farm,F,QLD,766378,212883,97,1811,1908,0,On,NEM,Solar,-
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,F,WA,260380,72328,42,29,71,0,Off,Off-grid,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,F,VIC,1610100,447250,194,280,474,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,F,NSW,932693,259082,123,288,411,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,F,NSW,18810,5225,3,0,3,0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro,F,VIC,19907,5530,7,0,7,0,On,NEM,Hydro,-
SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm,F,VIC,227410,63169,43,75,118,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,306458,85127,54,186,240,0,On,NEM,Wind,-
SPIC PACIFIC ENERGY PTY LTD,Corporate Total,C,-,6303121,1750866,860,3384,4244,,-,-,-,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Bango Wind Farm,F,NSW,1948269,541186,88,1568,1656,0,On,NEM,Wind,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Boco Rock Wind Farm,F,NSW,1035630,287675,30,902,932,0,On,NEM,Wind,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Clarke Creek Wind Farm,F,QLD,5552,1542,13214,0,13214,8.57,On,NEM,Wind,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Crudine Ridge Wind Farm,F,NSW,1134236,315065,84,408,492,0,On,NEM,Wind,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Murra Warra 1 Wind Farm,F,VIC,1755072,487520,154,638,792,0,On,NEM,Wind,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Sapphire Wind Farm,F,NSW,2562656,711849,174,2010,2184,0,On,NEM,Wind,-
SQUADRON WIND ENERGY ASSETS PTY LTD,Corporate Total,C,-,8441415,2344837,13744,5526,19270,,-,-,-,-
SRV AGWF PTY LTD,Albany Windfarm,F,WA,304492,84581,22,30,52,0,On,SWIS,Wind,-
SRV AGWF PTY LTD,Corporate Total,C,-,304492,84581,22,30,52,,-,-,-,-
THE TRUSTEE FOR GRSF TRUST,Greenough River Solar Farm,F,WA,313600,87111,7,159,166,0,On,SWIS,Solar,-
THE TRUSTEE FOR GRSF TRUST,Corporate Total,C,-,313600,87111,7,159,166,,-,-,-,-
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,28988685,8052413,6975068,7136,6982204,0.87,On,NEM,Black Coal,-
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,45212084,12558912,10890624,45397,10936021,0.87,On,NEM,Black Coal,-
STANWELL CORPORATION LIMITED,Corporate Total,C,-,74200769,20611325,17865692,52533,17918225,,-,-,-,-
STOCKYARD HILL WIND FARM (HOLDING) PTY LTD,Stockyard Wind Farm,F,VIC,5658781,1571883,105,3940,4045,0,On,NEM,Wind,-
STOCKYARD HILL WIND FARM (HOLDING) PTY LTD,Corporate Total,C,-,5658781,1571883,105,3940,4045,,-,-,-,-
STONE HOLDCO PTY LTD,Bomen Solar Farm Pty Ltd,F,NSW,629536,174871,18,570,588,0,On,NEM,Solar,-
STONE HOLDCO PTY LTD,Corporate Total,C,-,629536,174871,18,570,588,,-,-,-,-
SUN AUSTRALIA HOLDINGS PTY LTD,Merredin Solar Farm,F,WA,882797,245221,34,419,453,0,On,SWIS,Solar,-
SUN AUSTRALIA HOLDINGS PTY LTD,Corporate Total,C,-,882797,245221,34,419,453,,-,-,-,-
SUNRAYSIA SOLAR FARM HOLDINGS PTY LTD,Sunraysia Solar Farm,F,NSW,1541563,428212,58,3374,3432,0,On,NEM,Solar,-
SUNRAYSIA SOLAR FARM HOLDINGS PTY LTD,Corporate Total,C,-,1541563,428212,58,3374,3432,,-,-,-,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Dry Creek Power Station,F,SA,51140,14206,12596,214,12810,0.89,On,NEM,Gas,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Mintaro Power Station,F,SA,328936,91371,90907,37,90944,0.99,On,NEM,Gas,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Port Lincoln Power Station,F,SA,1510,420,545,147,692,1.3,On,NEM,Diesel,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Snuggery Power Station,F,SA,7690,2136,2237,245,2482,1.05,On,NEM,Diesel,-
INTERNATIONAL POWER (AUSTRALIA) HOLDINGS PTY LIMITED,Corporate Total,C,-,389276,108132,106285,643,106928,,-,-,-,-
TASMANIAN IRRIGATION PTY LTD,Midlands Power Station,F,TAS,122411,34003,0,0,0,0,On,NEM,Hydro,-
TASMANIAN IRRIGATION PTY LTD,Corporate Total,C,-,122411,34003,0,0,0,,-,-,-,-
THE TRUSTEE FOR GUNNEDAH ASSET TRUST,Gunnedah Solar Farm,F,NSW,864551,240153,0,0,0,0,On,NEM,Solar,-
THE TRUSTEE FOR GUNNEDAH ASSET TRUST,Corporate Total,C,-,864551,240153,0,0,0,,-,-,-,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Echuca Solar Project Pty Ltd,F,VIC,28145,7818,5,2,7,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Girgarre Project 2 Pty Ltd,F,VIC,29300,8139,5,11,16,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Girgarre Project Pty Ltd,F,VIC,27735,7704,5,19,24,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Greentech 2 Pty Ltd,F,VIC,29892,8303,5,17,22,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Greentech 3 Pty Ltd,F,VIC,28519,7922,5,1,6,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Greentech 5 Pty Ltd,F,VIC,26482,7356,5,13,18,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Greentech 6 Pty Ltd,F,VIC,29072,8076,5,12,17,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Katamatite Project Pty Ltd,F,VIC,27935,7760,5,1,6,0,On,NEM,Solar,-
THE TRUSTEE FOR SP PROJECT 1 ACQUISITION TRUST,Numurkah Project No. 2 Pty Ltd,F,VIC,28952,8042,5,1,6,0,On,NEM,Solar,-
