Code,Label,Year,Estimated resident population (no.),Population density (persons/km2),Estimated resident population - males (no.),Estimated resident population - females (no.),Median age - males (years),Median age - females (years),Median age - persons (years),Working age population (aged 15-64 years) (no.),Working age population (aged 15-64 years) (%),Males - 0-4 years (no.),Males - 5-9 years (no.),Males - 10-14 years (no.),Males - 15-19 years (no.),Males - 20-24 years (no.),Males - 25-29 years (no.),Males - 30-34 years (no.),Males - 35-39 years (no.),Males - 40-44 years (no.),Males - 45-49 years (no.),Males - 50-54 years (no.),Males - 55-59 years (no.),Males - 60-64 years (no.),Males - 65-69 years (no.),Males - 70-74 years (no.),Males - 75-79 years (no.),Males - 80-84 years (no.),Males - 85 and over (no.),Males - 0-4 years (%),Males - 5-9 years (%),Males - 10-14 years (%),Males - 15-19 years (%),Males - 20-24 years (%),Males - 25-29 years (%),Males - 30-34 years (%),Males - 35-39 years (%),Males - 40-44 years (%),Males - 45-49 years (%),Males - 50-54 years (%),Males - 55-59 years (%),Males - 60-64 years (%),Males - 65-69 years (%),Males - 70-74 years (%),Males - 75-79 years (%),Males - 80-84 years (%),Males - 85 and over (%),Females - 0-4 years (no.),Females - 5-9 years (no.),Females - 10-14 years (no.),Females - 15-19 years (no.),Females - 20-24 years (no.),Females - 25-29 years (no.),Females - 30-34 years (no.),Females - 35-39 years (no.),Females - 40-44 years (no.),Females - 45-49 years (no.),Females - 50-54 years (no.),Females - 55-59 years (no.),Females - 60-64 years (no.),Females - 65-69 years (no.),Females - 70-74 years (no.),Females - 75-79 years (no.),Females - 80-84 years (no.),Females - 85 and over (no.),Females - 0-4 years (%),Females - 5-9 years (%),Females - 10-14 years (%),Females - 15-19 years (%),Females - 20-24 years (%),Females - 25-29 years (%),Females - 30-34 years (%),Females - 35-39 years (%),Females - 40-44 years (%),Females - 45-49 years (%),Females - 50-54 years (%),Females - 55-59 years (%),Females - 60-64 years (%),Females - 65-69 years (%),Females - 70-74 years (%),Females - 75-79 years (%),Females - 80-84 years (%),Females - 85 and over (%),Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%),Births (no.),Total fertility rate (births per female) (rate),Deaths (no.),"Standardised death rate (per 1,000 people) (rate)"
41,Inner Regional Australia,2019.0,173244.0,11.1,86665.0,86579.0,46.1,47.3,46.7,103200.0,59.6,4394.0,5283.0,5517.0,4988.0,4487.0,4204.0,4255.0,4502.0,4603.0,5756.0,5833.0,6603.0,6422.0,6204.0,5705.0,3781.0,2303.0,1825.0,5.1,6.1,6.4,5.8,5.2,4.9,4.9,5.2,5.3,6.6,6.7,7.6,7.4,7.2,6.6,4.4,2.7,2.1,4178.0,4858.0,5259.0,4813.0,4039.0,3986.0,4338.0,4565.0,4789.0,5864.0,5977.0,6675.0,6501.0,6308.0,5629.0,3775.0,2394.0,2631.0,4.8,5.6,6.1,5.6,4.7,4.6,5.0,5.3,5.5,6.8,6.9,7.7,7.5,7.3,6.5,4.4,2.8,3.0,8572.0,10141.0,10776.0,9801.0,8526.0,8190.0,8593.0,9067.0,9392.0,11620.0,11810.0,13278.0,12923.0,12512.0,11334.0,7556.0,4697.0,4456.0,4.9,5.9,6.2,5.7,4.9,4.7,5.0,5.2,5.4,6.7,6.8,7.7,7.5,7.2,6.5,4.4,2.7,2.6,1524.0,1.83,1472.0,5.1
41,Inner Regional Australia,2020.0,175799.0,11.3,88070.0,87729.0,46.6,47.8,47.2,103764.0,59.0,4383.0,5262.0,5664.0,4996.0,4421.0,4188.0,4354.0,4619.0,4570.0,5613.0,5925.0,6602.0,6653.0,6352.0,6020.0,4075.0,2450.0,1923.0,5.0,6.0,6.4,5.7,5.0,4.8,4.9,5.2,5.2,6.4,6.7,7.5,7.6,7.2,6.8,4.6,2.8,2.2,4180.0,4843.0,5276.0,4821.0,3946.0,4043.0,4372.0,4701.0,4718.0,5681.0,5980.0,6766.0,6795.0,6454.0,5922.0,4050.0,2503.0,2678.0,4.8,5.5,6.0,5.5,4.5,4.6,5.0,5.4,5.4,6.5,6.8,7.7,7.7,7.4,6.8,4.6,2.9,3.1,8563.0,10105.0,10940.0,9817.0,8367.0,8231.0,8726.0,9320.0,9288.0,11294.0,11905.0,13368.0,13448.0,12806.0,11942.0,8125.0,4953.0,4601.0,4.9,5.7,6.2,5.6,4.8,4.7,5.0,5.3,5.3,6.4,6.8,7.6,7.6,7.3,6.8,4.6,2.8,2.6,1505.0,1.81,1365.0,4.9
41,Inner Regional Australia,2021.0,178509.0,11.5,89597.0,88912.0,47.1,48.4,47.8,104208.0,58.4,4407.0,5196.0,5778.0,5070.0,4354.0,4108.0,4472.0,4719.0,4569.0,5433.0,6119.0,6519.0,6980.0,6530.0,6226.0,4467.0,2652.0,1998.0,4.9,5.8,6.4,5.7,4.9,4.6,5.0,5.3,5.1,6.1,6.8,7.3,7.8,7.3,6.9,5.0,3.0,2.2,4127.0,4870.0,5333.0,4829.0,3873.0,3939.0,4378.0,4808.0,4698.0,5497.0,6154.0,6741.0,6948.0,6608.0,6322.0,4371.0,2665.0,2751.0,4.6,5.5,6.0,5.4,4.4,4.4,4.9,5.4,5.3,6.2,6.9,7.6,7.8,7.4,7.1,4.9,3.0,3.1,8534.0,10066.0,11111.0,9899.0,8227.0,8047.0,8850.0,9527.0,9267.0,10930.0,12273.0,13260.0,13928.0,13138.0,12548.0,8838.0,5317.0,4749.0,4.8,5.6,6.2,5.5,4.6,4.5,5.0,5.3,5.2,6.1,6.9,7.4,7.8,7.4,7.0,5.0,3.0,2.7,1675.0,1.84,1515.0,4.9
41,Inner Regional Australia,2022.0,180969.0,11.6,90834.0,90135.0,47.4,48.8,48.1,104998.0,58.0,4404.0,5174.0,5758.0,5296.0,4499.0,4046.0,4432.0,4845.0,4647.0,5209.0,6254.0,6451.0,7039.0,6732.0,6218.0,4889.0,2823.0,2118.0,4.8,5.7,6.3,5.8,5.0,4.5,4.9,5.3,5.1,5.7,6.9,7.1,7.7,7.4,6.8,5.4,3.1,2.3,4145.0,4807.0,5399.0,4958.0,3974.0,3913.0,4344.0,4943.0,4753.0,5250.0,6329.0,6626.0,7190.0,6729.0,6308.0,4811.0,2857.0,2799.0,4.6,5.3,6.0,5.5,4.4,4.3,4.8,5.5,5.3,5.8,7.0,7.4,8.0,7.5,7.0,5.3,3.2,3.1,8549.0,9981.0,11157.0,10254.0,8473.0,7959.0,8776.0,9788.0,9400.0,10459.0,12583.0,13077.0,14229.0,13461.0,12526.0,9700.0,5680.0,4917.0,4.7,5.5,6.2,5.7,4.7,4.4,4.8,5.4,5.2,5.8,7.0,7.2,7.9,7.4,6.9,5.4,3.1,2.7,1577.0,1.86,1621.0,4.8
41,Inner Regional Australia,2023.0,183825.0,11.8,92174.0,91638.0,47.3,48.7,48.0,106324.0,57.8,4439.0,5144.0,5779.0,5480.0,4664.0,4136.0,4541.0,4846.0,4857.0,5005.0,6287.0,6299.0,7089.0,6847.0,6367.0,5158.0,2994.0,2242.0,4.8,5.6,6.3,5.9,5.1,4.5,4.9,5.3,5.3,5.4,6.8,6.8,7.7,7.4,6.9,5.6,3.2,2.4,4150.0,4770.0,5394.0,5228.0,4054.0,4047.0,4494.0,4961.0,4911.0,5142.0,6378.0,6524.0,7381.0,6806.0,6392.0,5162.0,3045.0,2799.0,4.5,5.2,5.9,5.7,4.4,4.4,4.9,5.4,5.4,5.6,7.0,7.1,8.1,7.4,7.0,5.6,3.3,3.1,8589.0,9914.0,11173.0,10708.0,8718.0,8183.0,9035.0,9807.0,9768.0,10147.0,12665.0,12823.0,14470.0,13653.0,12759.0,10320.0,6039.0,5041.0,4.7,5.4,6.1,5.8,4.7,4.5,4.9,5.3,5.3,5.5,6.9,7.0,7.9,7.4,6.9,5.6,3.3,2.7,1557.0,1.86,1679.0,0.5
41,Inner Regional Australia,2024.0,186873.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Outer Regional Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2194.0,0.02,1954.0,6.1
42,Outer Regional Australia,2019.0,205060.0,2.5,104717.0,100343.0,44.1,45.6,44.9,123708.0,60.3,5675.0,6378.0,6705.0,6079.0,5795.0,5846.0,5877.0,5572.0,5469.0,6628.0,7144.0,7828.0,7641.0,7190.0,6109.0,4091.0,2577.0,2113.0,5.4,6.1,6.4,5.8,5.5,5.6,5.6,5.3,5.2,6.3,6.8,7.5,7.3,6.9,5.8,3.9,2.5,2.0,5401.0,5943.0,6086.0,5405.0,4891.0,5469.0,5464.0,5449.0,5351.0,6458.0,6635.0,7633.0,7074.0,6724.0,5921.0,4136.0,3010.0,3293.0,5.4,5.9,6.1,5.4,4.9,5.5,5.4,5.4,5.3,6.4,6.6,7.6,7.0,6.7,5.9,4.1,3.0,3.3,11076.0,12321.0,12791.0,11484.0,10686.0,11315.0,11341.0,11021.0,10820.0,13086.0,13779.0,15461.0,14715.0,13914.0,12030.0,8227.0,5587.0,5406.0,5.4,6.0,6.2,5.6,5.2,5.5,5.5,5.4,5.3,6.4,6.7,7.5,7.2,6.8,5.9,4.0,2.7,2.6,2054.0,1.96,1968.0,6.1
42,Outer Regional Australia,2020.0,205729.0,2.5,105446.0,100283.0,44.4,46.0,45.2,123388.0,60.0,5571.0,6244.0,6752.0,6037.0,5801.0,5899.0,5916.0,5731.0,5400.0,6431.0,7066.0,7836.0,7806.0,7331.0,6428.0,4300.0,2755.0,2142.0,5.3,5.9,6.4,5.7,5.5,5.6,5.6,5.4,5.1,6.1,6.7,7.4,7.4,7.0,6.1,4.1,2.6,2.0,5275.0,5767.0,6140.0,5300.0,4793.0,5457.0,5503.0,5453.0,5336.0,6184.0,6675.0,7488.0,7276.0,6777.0,6092.0,4380.0,3112.0,3275.0,5.3,5.8,6.1,5.3,4.8,5.4,5.5,5.4,5.3,6.2,6.7,7.5,7.3,6.8,6.1,4.4,3.1,3.3,10846.0,12011.0,12892.0,11337.0,10594.0,11356.0,11419.0,11184.0,10736.0,12615.0,13741.0,15324.0,15082.0,14108.0,12520.0,8680.0,5867.0,5417.0,5.3,5.8,6.3,5.5,5.1,5.5,5.6,5.4,5.2,6.1,6.7,7.4,7.3,6.9,6.1,4.2,2.9,2.6,1973.0,1.94,1974.0,0.6
42,Outer Regional Australia,2021.0,206496.0,2.5,106143.0,100353.0,44.8,46.4,45.6,122883.0,59.5,5522.0,6157.0,6729.0,6016.0,5546.0,5968.0,6069.0,5871.0,5432.0,6114.0,7181.0,7738.0,7938.0,7559.0,6736.0,4487.0,2885.0,2195.0,5.2,5.8,6.3,5.7,5.2,5.6,5.7,5.5,5.1,5.8,6.8,7.3,7.5,7.1,6.3,4.2,2.7,2.1,5182.0,5741.0,6124.0,5181.0,4576.0,5471.0,5481.0,5509.0,5322.0,5897.0,6771.0,7231.0,7571.0,6864.0,6293.0,4620.0,3237.0,3282.0,5.2,5.7,6.1,5.2,4.6,5.5,5.5,5.5,5.3,5.9,6.7,7.2,7.5,6.8,6.3,4.6,3.2,3.3,10704.0,11898.0,12853.0,11197.0,10122.0,11439.0,11550.0,11380.0,10754.0,12011.0,13952.0,14969.0,15509.0,14423.0,13029.0,9107.0,6122.0,5477.0,5.2,5.8,6.2,5.4,4.9,5.5,5.6,5.5,5.2,5.8,6.8,7.2,7.5,7.0,6.3,4.4,3.0,2.7,2102.0,1.92,2043.0,5.9
42,Outer Regional Australia,2022.0,206852.0,2.5,106325.0,100527.0,45.1,46.7,45.9,122406.0,59.2,5518.0,5961.0,6704.0,6272.0,5377.0,5900.0,5929.0,5884.0,5503.0,5833.0,7170.0,7502.0,8155.0,7693.0,6745.0,4923.0,2960.0,2296.0,5.2,5.6,6.3,5.9,5.1,5.5,5.6,5.5,5.2,5.5,6.7,7.1,7.7,7.2,6.3,4.6,2.8,2.2,5121.0,5643.0,6088.0,5521.0,4317.0,5270.0,5496.0,5548.0,5327.0,5721.0,6842.0,7155.0,7684.0,6947.0,6269.0,4960.0,3269.0,3349.0,5.1,5.6,6.1,5.5,4.3,5.2,5.5,5.5,5.3,5.7,6.8,7.1,7.6,6.9,6.2,4.9,3.3,3.3,10639.0,11604.0,12792.0,11793.0,9694.0,11170.0,11425.0,11432.0,10830.0,11554.0,14012.0,14657.0,15839.0,14640.0,13014.0,9883.0,6229.0,5645.0,5.1,5.6,6.2,5.7,4.7,5.4,5.5,5.5,5.2,5.6,6.8,7.1,7.7,7.1,6.3,4.8,3.0,2.7,2084.0,1.95,2166.0,0.6
42,Outer Regional Australia,2023.0,207587.0,2.6,106808.0,100764.0,45.1,46.9,46.0,122340.0,58.9,5391.0,5907.0,6654.0,6475.0,5485.0,5906.0,5978.0,5929.0,5582.0,5669.0,6967.0,7384.0,8202.0,7763.0,6866.0,5253.0,3056.0,2341.0,5.0,5.5,6.2,6.1,5.1,5.5,5.6,5.6,5.2,5.3,6.5,6.9,7.7,7.3,6.4,4.9,2.9,2.2,5038.0,5576.0,6062.0,5691.0,4199.0,5252.0,5523.0,5653.0,5336.0,5583.0,6769.0,6940.0,7817.0,6990.0,6401.0,5209.0,3305.0,3420.0,5.0,5.5,6.0,5.6,4.2,5.2,5.5,5.6,5.3,5.5,6.7,6.9,7.8,6.9,6.4,5.2,3.3,3.4,10429.0,11483.0,12716.0,12166.0,9684.0,11158.0,11501.0,11582.0,10918.0,11252.0,13736.0,14324.0,16019.0,14753.0,13267.0,10462.0,6361.0,5761.0,5.0,5.5,6.1,5.9,4.7,5.4,5.5,5.6,5.3,5.4,6.6,6.9,7.7,7.1,6.4,5.0,3.1,2.8,2037.0,1.99,2160.0,0.6
42,Outer Regional Australia,2024.0,208272.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,2.15,331.0,5.5
43,Remote Australia,2019.0,44171.0,0.4,22888.0,21283.0,42.8,43.6,43.2,26945.0,61.0,1368.0,1568.0,1415.0,1219.0,1107.0,1272.0,1441.0,1363.0,1282.0,1376.0,1632.0,1675.0,1655.0,1485.0,1260.0,868.0,500.0,402.0,6.0,6.9,6.2,5.3,4.8,5.6,6.3,6.0,5.6,6.0,7.1,7.3,7.2,6.5,5.5,3.8,2.2,1.8,1328.0,1355.0,1284.0,1045.0,959.0,1228.0,1348.0,1274.0,1160.0,1359.0,1425.0,1589.0,1536.0,1305.0,1153.0,803.0,545.0,587.0,6.2,6.4,6.0,4.9,4.5,5.8,6.3,6.0,5.5,6.4,6.7,7.5,7.2,6.1,5.4,3.8,2.6,2.8,2696.0,2923.0,2699.0,2264.0,2066.0,2500.0,2789.0,2637.0,2442.0,2735.0,3057.0,3264.0,3191.0,2790.0,2413.0,1671.0,1045.0,989.0,6.1,6.6,6.1,5.1,4.7,5.7,6.3,6.0,5.5,6.2,6.9,7.4,7.2,6.3,5.5,3.8,2.4,2.2,515.0,2.15,327.0,5.4
43,Remote Australia,2020.0,44387.0,0.4,23019.0,21368.0,43.2,43.9,43.5,26929.0,60.7,1352.0,1526.0,1425.0,1200.0,1096.0,1291.0,1410.0,1417.0,1254.0,1371.0,1580.0,1702.0,1705.0,1536.0,1286.0,920.0,529.0,419.0,5.9,6.6,6.2,5.2,4.8,5.6,6.1,6.2,5.4,6.0,6.9,7.4,7.4,6.7,5.6,4.0,2.3,1.8,1300.0,1361.0,1304.0,1035.0,943.0,1228.0,1335.0,1300.0,1167.0,1323.0,1412.0,1552.0,1608.0,1328.0,1197.0,848.0,550.0,577.0,6.1,6.4,6.1,4.8,4.4,5.7,6.2,6.1,5.5,6.2,6.6,7.3,7.5,6.2,5.6,4.0,2.6,2.7,2652.0,2887.0,2729.0,2235.0,2039.0,2519.0,2745.0,2717.0,2421.0,2694.0,2992.0,3254.0,3313.0,2864.0,2483.0,1768.0,1079.0,996.0,6.0,6.5,6.1,5.0,4.6,5.7,6.2,6.1,5.5,6.1,6.7,7.3,7.5,6.5,5.6,4.0,2.4,2.2,506.0,2.12,338.0,5.1
43,Remote Australia,2021.0,44741.0,0.4,23291.0,21450.0,43.5,44.1,43.8,26928.0,60.2,1356.0,1484.0,1477.0,1213.0,1043.0,1279.0,1438.0,1473.0,1254.0,1363.0,1601.0,1711.0,1726.0,1562.0,1340.0,999.0,541.0,431.0,5.8,6.4,6.3,5.2,4.5,5.5,6.2,6.3,5.4,5.9,6.9,7.3,7.4,6.7,5.8,4.3,2.3,1.9,1288.0,1339.0,1342.0,1008.0,927.0,1228.0,1315.0,1342.0,1156.0,1305.0,1402.0,1513.0,1631.0,1388.0,1261.0,873.0,542.0,590.0,6.0,6.2,6.3,4.7,4.3,5.7,6.1,6.3,5.4,6.1,6.5,7.1,7.6,6.5,5.9,4.1,2.5,2.8,2644.0,2823.0,2819.0,2221.0,1970.0,2507.0,2753.0,2815.0,2410.0,2668.0,3003.0,3224.0,3357.0,2950.0,2601.0,1872.0,1083.0,1021.0,5.9,6.3,6.3,5.0,4.4,5.6,6.2,6.3,5.4,6.0,6.7,7.2,7.5,6.6,5.8,4.2,2.4,2.3,453.0,2.02,362.0,5.1
43,Remote Australia,2022.0,44983.0,0.4,23383.0,21600.0,43.7,44.3,44.0,26889.0,59.8,1334.0,1449.0,1504.0,1235.0,991.0,1290.0,1462.0,1455.0,1306.0,1291.0,1541.0,1684.0,1800.0,1591.0,1357.0,1052.0,593.0,448.0,5.7,6.2,6.4,5.3,4.2,5.5,6.3,6.2,5.6,5.5,6.6,7.2,7.7,6.8,5.8,4.5,2.5,1.9,1235.0,1328.0,1372.0,1081.0,847.0,1174.0,1339.0,1372.0,1205.0,1276.0,1427.0,1477.0,1636.0,1434.0,1251.0,959.0,587.0,600.0,5.7,6.1,6.4,5.0,3.9,5.4,6.2,6.4,5.6,5.9,6.6,6.8,7.6,6.6,5.8,4.4,2.7,2.8,2569.0,2777.0,2876.0,2316.0,1838.0,2464.0,2801.0,2827.0,2511.0,2567.0,2968.0,3161.0,3436.0,3025.0,2608.0,2011.0,1180.0,1048.0,5.7,6.2,6.4,5.1,4.1,5.5,6.2,6.3,5.6,5.7,6.6,7.0,7.6,6.7,5.8,4.5,2.6,2.3,470.0,1.99,378.0,5.2
43,Remote Australia,2023.0,45276.0,0.4,23519.0,21755.0,43.8,44.4,44.1,26880.0,59.4,1292.0,1444.0,1543.0,1261.0,1017.0,1251.0,1459.0,1462.0,1314.0,1286.0,1485.0,1651.0,1840.0,1607.0,1401.0,1098.0,644.0,464.0,5.5,6.1,6.6,5.4,4.3,5.3,6.2,6.2,5.6,5.5,6.3,7.0,7.8,6.8,6.0,4.7,2.7,2.0,1232.0,1352.0,1320.0,1144.0,838.0,1125.0,1297.0,1432.0,1267.0,1208.0,1450.0,1427.0,1666.0,1478.0,1278.0,1009.0,630.0,602.0,5.7,6.2,6.1,5.3,3.9,5.2,6.0,6.6,5.8,5.6,6.7,6.6,7.7,6.8,5.9,4.6,2.9,2.8,2524.0,2796.0,2863.0,2405.0,1855.0,2376.0,2756.0,2894.0,2581.0,2494.0,2935.0,3078.0,3506.0,3085.0,2679.0,2107.0,1274.0,1066.0,5.6,6.2,6.3,5.3,4.1,5.2,6.1,6.4,5.7,5.5,6.5,6.8,7.7,6.8,5.9,4.7,2.8,2.4,526.0,2.05,373.0,5.3
43,Remote Australia,2024.0,45544.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Very Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,2.19,105.0,7.5
44,Very Remote Australia,2019.0,14604.0,,7722.0,6882.0,41.1,37.5,39.3,9555.0,65.4,481.0,487.0,422.0,400.0,436.0,568.0,509.0,467.0,470.0,516.0,519.0,585.0,579.0,485.0,356.0,227.0,133.0,82.0,6.2,6.3,5.5,5.2,5.6,7.4,6.6,6.0,6.1,6.7,6.7,7.6,7.5,6.3,4.6,2.9,1.7,1.1,461.0,504.0,447.0,377.0,416.0,537.0,480.0,441.0,406.0,477.0,445.0,484.0,443.0,370.0,244.0,158.0,81.0,111.0,6.7,7.3,6.5,5.5,6.0,7.8,7.0,6.4,5.9,6.9,6.5,7.0,6.4,5.4,3.5,2.3,1.2,1.6,942.0,991.0,869.0,777.0,852.0,1105.0,989.0,908.0,876.0,993.0,964.0,1069.0,1022.0,855.0,600.0,385.0,214.0,193.0,6.5,6.8,6.0,5.3,5.8,7.6,6.8,6.2,6.0,6.8,6.6,7.3,7.0,5.9,4.1,2.6,1.5,1.3,201.0,2.18,113.0,7.2
44,Very Remote Australia,2020.0,14494.0,,7668.0,6826.0,41.0,38.0,39.5,9383.0,64.7,454.0,486.0,438.0,409.0,426.0,565.0,512.0,449.0,462.0,477.0,534.0,572.0,554.0,502.0,347.0,245.0,147.0,89.0,5.9,6.3,5.7,5.3,5.6,7.4,6.7,5.9,6.0,6.2,7.0,7.5,7.2,6.5,4.5,3.2,1.9,1.2,460.0,483.0,444.0,367.0,399.0,532.0,479.0,426.0,388.0,455.0,456.0,463.0,458.0,373.0,255.0,184.0,82.0,122.0,6.7,7.1,6.5,5.4,5.8,7.8,7.0,6.2,5.7,6.7,6.7,6.8,6.7,5.5,3.7,2.7,1.2,1.8,914.0,969.0,882.0,776.0,825.0,1097.0,991.0,875.0,850.0,932.0,990.0,1035.0,1012.0,875.0,602.0,429.0,229.0,211.0,6.3,6.7,6.1,5.4,5.7,7.6,6.8,6.0,5.9,6.4,6.8,7.1,7.0,6.0,4.2,3.0,1.6,1.5,152.0,2.11,104.0,6.7
44,Very Remote Australia,2021.0,14393.0,,7603.0,6790.0,41.2,37.8,39.5,9300.0,64.6,395.0,478.0,456.0,436.0,438.0,549.0,513.0,440.0,427.0,463.0,554.0,552.0,554.0,482.0,376.0,239.0,155.0,96.0,5.2,6.3,6.0,5.7,5.8,7.2,6.7,5.8,5.6,6.1,7.3,7.3,7.3,6.3,4.9,3.1,2.0,1.3,462.0,469.0,440.0,374.0,386.0,523.0,489.0,423.0,374.0,441.0,475.0,443.0,446.0,394.0,273.0,185.0,81.0,112.0,6.8,6.9,6.5,5.5,5.7,7.7,7.2,6.2,5.5,6.5,7.0,6.5,6.6,5.8,4.0,2.7,1.2,1.6,857.0,947.0,896.0,810.0,824.0,1072.0,1002.0,863.0,801.0,904.0,1029.0,995.0,1000.0,876.0,649.0,424.0,236.0,208.0,6.0,6.6,6.2,5.6,5.7,7.4,7.0,6.0,5.6,6.3,7.1,6.9,6.9,6.1,4.5,2.9,1.6,1.4,165.0,1.87,119.0,0.7
44,Very Remote Australia,2022.0,14337.0,,7563.0,6774.0,41.4,38.5,39.9,9175.0,64.0,389.0,481.0,445.0,422.0,454.0,565.0,456.0,469.0,410.0,435.0,556.0,522.0,549.0,531.0,370.0,244.0,166.0,99.0,5.1,6.4,5.9,5.6,6.0,7.5,6.0,6.2,5.4,5.8,7.4,6.9,7.3,7.0,4.9,3.2,2.2,1.3,436.0,438.0,451.0,374.0,380.0,482.0,504.0,441.0,391.0,400.0,484.0,418.0,463.0,420.0,306.0,186.0,86.0,114.0,6.4,6.5,6.7,5.5,5.6,7.1,7.4,6.5,5.8,5.9,7.1,6.2,6.8,6.2,4.5,2.7,1.3,1.7,825.0,919.0,896.0,796.0,834.0,1047.0,960.0,910.0,801.0,835.0,1040.0,940.0,1012.0,951.0,676.0,430.0,252.0,213.0,5.8,6.4,6.2,5.6,5.8,7.3,6.7,6.3,5.6,5.8,7.3,6.6,7.1,6.6,4.7,3.0,1.8,1.5,175.0,1.79,124.0,7.2
44,Very Remote Australia,2023.0,14410.0,,7587.0,6826.0,41.2,38.7,39.9,9145.0,63.4,392.0,460.0,456.0,420.0,469.0,538.0,492.0,460.0,414.0,433.0,530.0,520.0,553.0,526.0,409.0,256.0,167.0,92.0,5.2,6.1,6.0,5.5,6.2,7.1,6.5,6.1,5.5,5.7,7.0,6.9,7.3,6.9,5.4,3.4,2.2,1.2,411.0,466.0,463.0,376.0,350.0,475.0,528.0,461.0,384.0,397.0,463.0,419.0,463.0,435.0,316.0,194.0,120.0,105.0,6.0,6.8,6.8,5.5,5.1,7.0,7.7,6.8,5.6,5.8,6.8,6.1,6.8,6.4,4.6,2.8,1.8,1.5,803.0,926.0,919.0,796.0,819.0,1013.0,1020.0,921.0,798.0,830.0,993.0,939.0,1016.0,961.0,725.0,450.0,287.0,197.0,5.6,6.4,6.4,5.5,5.7,7.0,7.1,6.4,5.5,5.8,6.9,6.5,7.0,6.7,5.0,3.1,2.0,1.4,159.0,1.83,110.0,7.2
44,Very Remote Australia,2024.0,14463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Major Cities of Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26367.0,1.77,11187.0,0.5
