Code,Label,Year,Estimated resident population (no.),Population density (persons/km2),Estimated resident population - males (no.),Estimated resident population - females (no.),Median age - males (years),Median age - females (years),Median age - persons (years),Working age population (aged 15-64 years) (no.),Working age population (aged 15-64 years) (%),Males - 0-4 years (no.),Males - 5-9 years (no.),Males - 10-14 years (no.),Males - 15-19 years (no.),Males - 20-24 years (no.),Males - 25-29 years (no.),Males - 30-34 years (no.),Males - 35-39 years (no.),Males - 40-44 years (no.),Males - 45-49 years (no.),Males - 50-54 years (no.),Males - 55-59 years (no.),Males - 60-64 years (no.),Males - 65-69 years (no.),Males - 70-74 years (no.),Males - 75-79 years (no.),Males - 80-84 years (no.),Males - 85 and over (no.),Males - 0-4 years (%),Males - 5-9 years (%),Males - 10-14 years (%),Males - 15-19 years (%),Males - 20-24 years (%),Males - 25-29 years (%),Males - 30-34 years (%),Males - 35-39 years (%),Males - 40-44 years (%),Males - 45-49 years (%),Males - 50-54 years (%),Males - 55-59 years (%),Males - 60-64 years (%),Males - 65-69 years (%),Males - 70-74 years (%),Males - 75-79 years (%),Males - 80-84 years (%),Males - 85 and over (%),Females - 0-4 years (no.),Females - 5-9 years (no.),Females - 10-14 years (no.),Females - 15-19 years (no.),Females - 20-24 years (no.),Females - 25-29 years (no.),Females - 30-34 years (no.),Females - 35-39 years (no.),Females - 40-44 years (no.),Females - 45-49 years (no.),Females - 50-54 years (no.),Females - 55-59 years (no.),Females - 60-64 years (no.),Females - 65-69 years (no.),Females - 70-74 years (no.),Females - 75-79 years (no.),Females - 80-84 years (no.),Females - 85 and over (no.),Females - 0-4 years (%),Females - 5-9 years (%),Females - 10-14 years (%),Females - 15-19 years (%),Females - 20-24 years (%),Females - 25-29 years (%),Females - 30-34 years (%),Females - 35-39 years (%),Females - 40-44 years (%),Females - 45-49 years (%),Females - 50-54 years (%),Females - 55-59 years (%),Females - 60-64 years (%),Females - 65-69 years (%),Females - 70-74 years (%),Females - 75-79 years (%),Females - 80-84 years (%),Females - 85 and over (%),Persons - 0-4 years (no.),Persons - 5-9 years (no.),Persons - 10-14 years (no.),Persons - 15-19 years (no.),Persons - 20-24 years (no.),Persons - 25-29 years (no.),Persons - 30-34 years (no.),Persons - 35-39 years (no.),Persons - 40-44 years (no.),Persons - 45-49 years (no.),Persons - 50-54 years (no.),Persons - 55-59 years (no.),Persons - 60-64 years (no.),Persons - 65-69 years (no.),Persons - 70-74 years (no.),Persons - 75-79 years (no.),Persons - 80-84 years (no.),Persons - 85 and over (no.),Persons - 0-4 years (%),Persons - 5-9 years (%),Persons - 10-14 years (%),Persons - 15-19 years (%),Persons - 20-24 years (%),Persons - 25-29 years (%),Persons - 30-34 years (%),Persons - 35-39 years (%),Persons - 40-44 years (%),Persons - 45-49 years (%),Persons - 50-54 years (%),Persons - 55-59 years (%),Persons - 60-64 years (%),Persons - 65-69 years (%),Persons - 70-74 years (%),Persons - 75-79 years (%),Persons - 80-84 years (%),Persons - 85 and over (%),Births (no.),Total fertility rate (births per female) (rate),Deaths (no.),"Standardised death rate (per 1,000 people) (rate)"
22,Outer Regional Australia,2019.0,253949.0,2.0,127439.0,126510.0,45.0,46.1,45.5,151083.0,59.5,7004.0,7660.0,7880.0,7408.0,6961.0,7276.0,6748.0,6387.0,6459.0,7439.0,8060.0,9442.0,9653.0,9272.0,8065.0,5358.0,3481.0,2886.0,5.5,6.0,6.2,5.8,5.5,5.7,5.3,5.0,5.1,5.8,6.3,7.4,7.6,7.3,6.3,4.2,2.7,2.3,6829.0,7184.0,7477.0,6639.0,6280.0,6926.0,6873.0,6770.0,6697.0,7893.0,8253.0,9404.0,9515.0,8661.0,7336.0,5378.0,3914.0,4481.0,5.4,5.7,5.9,5.2,5.0,5.5,5.4,5.4,5.3,6.2,6.5,7.4,7.5,6.8,5.8,4.3,3.1,3.5,13833.0,14844.0,15357.0,14047.0,13241.0,14202.0,13621.0,13157.0,13156.0,15332.0,16313.0,18846.0,19168.0,17933.0,15401.0,10736.0,7395.0,7367.0,5.4,5.8,6.0,5.5,5.2,5.6,5.4,5.2,5.2,6.0,6.4,7.4,7.5,7.1,6.1,4.2,2.9,2.9,2528.0,2.03,2569.0,5.8
22,Outer Regional Australia,2020.0,256023.0,2.0,128340.0,127683.0,45.4,46.5,46.0,151362.0,59.1,6811.0,7510.0,8010.0,7264.0,6759.0,7336.0,6945.0,6597.0,6387.0,7315.0,8020.0,9332.0,9952.0,9408.0,8547.0,5626.0,3619.0,2902.0,5.3,5.9,6.2,5.7,5.3,5.7,5.4,5.1,5.0,5.7,6.2,7.3,7.8,7.3,6.7,4.4,2.8,2.3,6709.0,7083.0,7634.0,6519.0,6016.0,7065.0,6951.0,6948.0,6701.0,7706.0,8278.0,9474.0,9797.0,8948.0,7755.0,5537.0,4009.0,4553.0,5.3,5.5,6.0,5.1,4.7,5.5,5.4,5.4,5.2,6.0,6.5,7.4,7.7,7.0,6.1,4.3,3.1,3.6,13520.0,14593.0,15644.0,13783.0,12775.0,14401.0,13896.0,13545.0,13088.0,15021.0,16298.0,18806.0,19749.0,18356.0,16302.0,11163.0,7628.0,7455.0,5.3,5.7,6.1,5.4,5.0,5.6,5.4,5.3,5.1,5.9,6.4,7.3,7.7,7.2,6.4,4.4,3.0,2.9,2511.0,1.93,2433.0,5.7
22,Outer Regional Australia,2021.0,256701.0,2.0,128450.0,128251.0,46.3,47.2,46.7,150593.0,58.7,6589.0,7470.0,8005.0,7074.0,6262.0,7001.0,6997.0,6764.0,6375.0,7160.0,8236.0,9254.0,10296.0,9549.0,8887.0,5868.0,3760.0,2903.0,5.1,5.8,6.2,5.5,4.9,5.5,5.4,5.3,5.0,5.6,6.4,7.2,8.0,7.4,6.9,4.6,2.9,2.3,6517.0,7052.0,7713.0,6442.0,5537.0,6905.0,7058.0,6991.0,6761.0,7536.0,8476.0,9348.0,10120.0,9208.0,8159.0,5748.0,4103.0,4577.0,5.1,5.5,6.0,5.0,4.3,5.4,5.5,5.5,5.3,5.9,6.6,7.3,7.9,7.2,6.4,4.5,3.2,3.6,13106.0,14522.0,15718.0,13516.0,11799.0,13906.0,14055.0,13755.0,13136.0,14696.0,16712.0,18602.0,20416.0,18757.0,17046.0,11616.0,7863.0,7480.0,5.1,5.7,6.1,5.3,4.6,5.4,5.5,5.4,5.1,5.7,6.5,7.2,8.0,7.3,6.6,4.5,3.1,2.9,2574.0,1.87,2520.0,5.7
22,Outer Regional Australia,2022.0,257600.0,2.0,128919.0,128681.0,46.5,47.4,47.0,150108.0,58.3,6662.0,7343.0,7980.0,7358.0,6049.0,6672.0,7026.0,6870.0,6422.0,7012.0,8205.0,8981.0,10507.0,9682.0,8834.0,6314.0,3960.0,3042.0,5.2,5.7,6.2,5.7,4.7,5.2,5.4,5.3,5.0,5.4,6.4,7.0,8.2,7.5,6.9,4.9,3.1,2.4,6513.0,6929.0,7676.0,6864.0,5241.0,6628.0,7165.0,7066.0,6856.0,7334.0,8517.0,9079.0,10256.0,9451.0,8181.0,6053.0,4295.0,4577.0,5.1,5.4,6.0,5.3,4.1,5.2,5.6,5.5,5.3,5.7,6.6,7.1,8.0,7.3,6.4,4.7,3.3,3.6,13175.0,14272.0,15656.0,14222.0,11290.0,13300.0,14191.0,13936.0,13278.0,14346.0,16722.0,18060.0,20763.0,19133.0,17015.0,12367.0,8255.0,7619.0,5.1,5.5,6.1,5.5,4.4,5.2,5.5,5.4,5.2,5.6,6.5,7.0,8.1,7.4,6.6,4.8,3.2,3.0,2561.0,1.9,2850.0,5.7
22,Outer Regional Australia,2023.0,258087.0,2.0,129117.0,128986.0,46.5,47.6,47.1,149552.0,57.9,6693.0,7190.0,7862.0,7607.0,6171.0,6490.0,7109.0,6856.0,6530.0,6817.0,8065.0,8690.0,10415.0,9792.0,8865.0,6739.0,4045.0,3181.0,5.2,5.6,6.1,5.9,4.8,5.0,5.5,5.3,5.1,5.3,6.2,6.7,8.1,7.6,6.9,5.2,3.1,2.5,6461.0,6871.0,7475.0,7252.0,5194.0,6416.0,7120.0,7252.0,6895.0,7145.0,8470.0,8871.0,10187.0,9592.0,8348.0,6446.0,4390.0,4601.0,5.0,5.3,5.8,5.6,4.0,5.0,5.5,5.6,5.3,5.5,6.6,6.9,7.9,7.4,6.5,5.0,3.4,3.6,13154.0,14061.0,15337.0,14859.0,11365.0,12906.0,14229.0,14108.0,13425.0,13962.0,16535.0,17561.0,20602.0,19384.0,17213.0,13185.0,8435.0,7782.0,5.1,5.4,5.9,5.8,4.4,5.0,5.5,5.5,5.2,5.4,6.4,6.8,8.0,7.5,6.7,5.1,3.3,3.0,2569.0,1.93,2660.0,5.8
22,Outer Regional Australia,2024.0,258478.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Remote Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,2.4,40.0,
23,Remote Australia,2019.0,3337.0,0.2,1760.0,1577.0,52.7,52.7,52.7,1905.0,57.1,83.0,93.0,94.0,77.0,58.0,73.0,71.0,75.0,100.0,90.0,120.0,166.0,168.0,164.0,131.0,86.0,46.0,65.0,4.7,5.3,5.3,4.4,3.3,4.1,4.0,4.3,5.7,5.1,6.8,9.4,9.5,9.3,7.4,4.9,2.6,3.7,81.0,78.0,79.0,68.0,59.0,54.0,73.0,85.0,66.0,92.0,107.0,148.0,155.0,107.0,105.0,88.0,46.0,86.0,5.1,4.9,5.0,4.3,3.7,3.4,4.6,5.4,4.2,5.8,6.8,9.4,9.8,6.8,6.7,5.6,2.9,5.5,164.0,171.0,173.0,145.0,117.0,127.0,144.0,160.0,166.0,182.0,227.0,314.0,323.0,271.0,236.0,174.0,92.0,151.0,4.9,5.1,5.2,4.3,3.5,3.8,4.3,4.8,5.0,5.5,6.8,9.4,9.7,8.1,7.1,5.2,2.8,4.5,25.0,2.18,59.0,
23,Remote Australia,2020.0,3308.0,0.2,1741.0,1567.0,54.0,52.5,53.0,1874.0,56.7,73.0,98.0,95.0,65.0,60.0,74.0,72.0,75.0,91.0,94.0,99.0,168.0,175.0,161.0,135.0,103.0,41.0,62.0,4.2,5.6,5.5,3.7,3.4,4.3,4.1,4.3,5.2,5.4,5.7,9.6,10.1,9.2,7.8,5.9,2.4,3.6,76.0,90.0,76.0,66.0,60.0,58.0,72.0,84.0,73.0,82.0,104.0,143.0,159.0,117.0,98.0,92.0,43.0,74.0,4.9,5.7,4.9,4.2,3.8,3.7,4.6,5.4,4.7,5.2,6.6,9.1,10.1,7.5,6.3,5.9,2.7,4.7,149.0,188.0,171.0,131.0,120.0,132.0,144.0,159.0,164.0,176.0,203.0,311.0,334.0,278.0,233.0,195.0,84.0,136.0,4.5,5.7,5.2,4.0,3.6,4.0,4.4,4.8,5.0,5.3,6.1,9.4,10.1,8.4,7.0,5.9,2.5,4.1,33.0,2.07,33.0,
23,Remote Australia,2021.0,3288.0,0.2,1745.0,1543.0,55.6,53.8,55.0,1820.0,55.4,60.0,90.0,100.0,68.0,53.0,69.0,77.0,77.0,83.0,88.0,88.0,166.0,184.0,172.0,143.0,108.0,55.0,64.0,3.4,5.2,5.7,3.9,3.0,4.0,4.4,4.4,4.8,5.0,5.0,9.5,10.5,9.9,8.2,6.2,3.2,3.7,69.0,95.0,72.0,56.0,39.0,57.0,74.0,86.0,82.0,67.0,95.0,142.0,169.0,127.0,99.0,89.0,55.0,70.0,4.5,6.2,4.7,3.6,2.5,3.7,4.8,5.6,5.3,4.3,6.2,9.2,11.0,8.2,6.4,5.8,3.6,4.5,129.0,185.0,172.0,124.0,92.0,126.0,151.0,163.0,165.0,155.0,183.0,308.0,353.0,299.0,242.0,197.0,110.0,134.0,3.9,5.6,5.2,3.8,2.8,3.8,4.6,5.0,5.0,4.7,5.6,9.4,10.7,9.1,7.4,6.0,3.3,4.1,20.0,1.97,54.0,
23,Remote Australia,2022.0,3285.0,0.2,1744.0,1541.0,56.1,54.6,55.3,1806.0,55.0,61.0,82.0,101.0,75.0,48.0,58.0,79.0,83.0,80.0,88.0,98.0,150.0,191.0,181.0,131.0,128.0,60.0,50.0,3.5,4.7,5.8,4.3,2.8,3.3,4.5,4.8,4.6,5.0,5.6,8.6,11.0,10.4,7.5,7.3,3.4,2.9,74.0,85.0,74.0,60.0,37.0,53.0,70.0,85.0,75.0,71.0,97.0,131.0,177.0,135.0,87.0,102.0,58.0,70.0,4.8,5.5,4.8,3.9,2.4,3.4,4.5,5.5,4.9,4.6,6.3,8.5,11.5,8.8,5.6,6.6,3.8,4.5,135.0,167.0,175.0,135.0,85.0,111.0,149.0,168.0,155.0,159.0,195.0,281.0,368.0,316.0,218.0,230.0,118.0,120.0,4.1,5.1,5.3,4.1,2.6,3.4,4.5,5.1,4.7,4.8,5.9,8.6,11.2,9.6,6.6,7.0,3.6,3.7,38.0,2.39,49.0,
23,Remote Australia,2023.0,3250.0,0.2,1718.0,1532.0,56.3,55.1,55.6,1746.0,53.7,59.0,80.0,95.0,81.0,55.0,54.0,74.0,72.0,81.0,87.0,97.0,136.0,189.0,177.0,140.0,127.0,65.0,49.0,3.4,4.7,5.5,4.7,3.2,3.1,4.3,4.2,4.7,5.1,5.6,7.9,11.0,10.3,8.1,7.4,3.8,2.9,73.0,85.0,81.0,64.0,36.0,37.0,74.0,82.0,79.0,71.0,80.0,127.0,170.0,151.0,89.0,103.0,59.0,71.0,4.8,5.5,5.3,4.2,2.3,2.4,4.8,5.4,5.2,4.6,5.2,8.3,11.1,9.9,5.8,6.7,3.9,4.6,132.0,165.0,176.0,145.0,91.0,91.0,148.0,154.0,160.0,158.0,177.0,263.0,359.0,328.0,229.0,230.0,124.0,120.0,4.1,5.1,5.4,4.5,2.8,2.8,4.6,4.7,4.9,4.9,5.4,8.1,11.0,10.1,7.0,7.1,3.8,3.7,20.0,2.21,43.0,
23,Remote Australia,2024.0,3238.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Major Cities of Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40275.0,1.7,18199.0,5.2
30,Major Cities of Australia,2019.0,3288723.0,677.5,1617177.0,1671546.0,35.6,37.3,36.5,2172781.0,66.1,104644.0,111589.0,109980.0,104473.0,119032.0,123737.0,120067.0,115797.0,105650.0,111575.0,96410.0,92732.0,79113.0,70336.0,62676.0,41572.0,26071.0,21723.0,6.5,6.9,6.8,6.5,7.4,7.7,7.4,7.2,6.5,6.9,6.0,5.7,4.9,4.3,3.9,2.6,1.6,1.3,99268.0,105965.0,103038.0,100353.0,118856.0,126125.0,124807.0,120334.0,110649.0,116130.0,101553.0,98946.0,86442.0,77595.0,67473.0,45751.0,31682.0,36579.0,5.9,6.3,6.2,6.0,7.1,7.5,7.5,7.2,6.6,6.9,6.1,5.9,5.2,4.6,4.0,2.7,1.9,2.2,203912.0,217554.0,213018.0,204826.0,237888.0,249862.0,244874.0,236131.0,216299.0,227705.0,197963.0,191678.0,165555.0,147931.0,130149.0,87323.0,57753.0,58302.0,6.2,6.6,6.5,6.2,7.2,7.6,7.4,7.2,6.6,6.9,6.0,5.8,5.0,4.5,4.0,2.7,1.8,1.8,40335.0,1.67,19416.0,5.2
30,Major Cities of Australia,2020.0,3348704.0,689.9,1646487.0,1702217.0,36.0,37.7,36.8,2206717.0,65.9,104090.0,112263.0,113650.0,105486.0,118035.0,124160.0,122316.0,119769.0,107239.0,112717.0,99524.0,94315.0,81845.0,71232.0,65106.0,44382.0,27667.0,22691.0,6.3,6.8,6.9,6.4,7.2,7.5,7.4,7.3,6.5,6.8,6.0,5.7,5.0,4.3,4.0,2.7,1.7,1.4,98398.0,106233.0,106684.0,101192.0,117636.0,126732.0,126781.0,124286.0,112966.0,117022.0,104929.0,100333.0,89434.0,79366.0,70800.0,48823.0,33249.0,37353.0,5.8,6.2,6.3,5.9,6.9,7.4,7.4,7.3,6.6,6.9,6.2,5.9,5.3,4.7,4.2,2.9,2.0,2.2,202488.0,218496.0,220334.0,206678.0,235671.0,250892.0,249097.0,244055.0,220205.0,229739.0,204453.0,194648.0,171279.0,150598.0,135906.0,93205.0,60916.0,60044.0,6.0,6.5,6.6,6.2,7.0,7.5,7.4,7.3,6.6,6.9,6.1,5.8,5.1,4.5,4.1,2.8,1.8,1.8,38918.0,1.63,18533.0,0.5
30,Major Cities of Australia,2021.0,3382871.0,696.9,1665077.0,1717794.0,36.4,38.1,37.3,2222705.0,65.7,102967.0,112592.0,115161.0,106481.0,116140.0,121870.0,123397.0,122757.0,110092.0,111687.0,104296.0,94360.0,84179.0,72231.0,66669.0,47165.0,29251.0,23782.0,6.2,6.8,6.9,6.4,7.0,7.3,7.4,7.4,6.6,6.7,6.3,5.7,5.1,4.3,4.0,2.8,1.8,1.4,96540.0,106296.0,108538.0,101820.0,114548.0,123818.0,127730.0,127101.0,116072.0,115609.0,109060.0,99787.0,91901.0,80559.0,73701.0,51998.0,34766.0,37950.0,5.6,6.2,6.3,5.9,6.7,7.2,7.4,7.4,6.8,6.7,6.3,5.8,5.3,4.7,4.3,3.0,2.0,2.2,199507.0,218888.0,223699.0,208301.0,230688.0,245688.0,251127.0,249858.0,226164.0,227296.0,213356.0,194147.0,176080.0,152790.0,140370.0,99163.0,64017.0,61732.0,5.9,6.5,6.6,6.2,6.8,7.3,7.4,7.4,6.7,6.7,6.3,5.7,5.2,4.5,4.1,2.9,1.9,1.8,41975.0,1.64,20218.0,0.5
30,Major Cities of Australia,2022.0,3457709.0,712.3,1701414.0,1756295.0,36.4,38.2,37.3,2273219.0,65.7,104272.0,113329.0,116562.0,110594.0,118632.0,124882.0,126596.0,125304.0,114812.0,110603.0,108377.0,94680.0,86437.0,73355.0,66145.0,51211.0,30984.0,24639.0,6.1,6.7,6.9,6.5,7.0,7.3,7.4,7.4,6.7,6.5,6.4,5.6,5.1,4.3,3.9,3.0,1.8,1.4,98071.0,106695.0,110688.0,105044.0,117380.0,125334.0,130941.0,130475.0,120470.0,115165.0,113298.0,99951.0,94244.0,82101.0,74063.0,57087.0,36465.0,38823.0,5.6,6.1,6.3,6.0,6.7,7.1,7.5,7.4,6.9,6.6,6.5,5.7,5.4,4.7,4.2,3.3,2.1,2.2,202343.0,220024.0,227250.0,215638.0,236012.0,250216.0,257537.0,255779.0,235282.0,225768.0,221675.0,194631.0,180681.0,155456.0,140208.0,108298.0,67449.0,63462.0,5.9,6.4,6.6,6.2,6.8,7.2,7.4,7.4,6.8,6.5,6.4,5.6,5.2,4.5,4.1,3.1,2.0,1.8,40483.0,1.62,23114.0,5.1
30,Major Cities of Australia,2023.0,3563005.0,734.0,1753583.0,1809220.0,36.2,38.1,37.2,2357449.0,66.2,105030.0,113250.0,118111.0,116576.0,125315.0,134146.0,132806.0,128916.0,120706.0,110240.0,111806.0,95141.0,88514.0,74420.0,65897.0,54749.0,32325.0,25635.0,6.0,6.5,6.7,6.6,7.1,7.6,7.6,7.4,6.9,6.3,6.4,5.4,5.0,4.2,3.8,3.1,1.8,1.5,98677.0,106791.0,112400.0,109717.0,124362.0,134327.0,136628.0,133613.0,125952.0,115381.0,116772.0,100268.0,96263.0,83718.0,75258.0,61450.0,38092.0,39551.0,5.5,5.9,6.2,6.1,6.9,7.4,7.6,7.4,7.0,6.4,6.5,5.5,5.3,4.6,4.2,3.4,2.1,2.2,203707.0,220041.0,230511.0,226293.0,249677.0,268473.0,269434.0,262529.0,246658.0,225621.0,228578.0,195409.0,184777.0,158138.0,141155.0,116199.0,70417.0,65186.0,5.7,6.2,6.5,6.4,7.0,7.5,7.6,7.4,6.9,6.3,6.4,5.5,5.2,4.4,4.0,3.3,2.0,1.8,37896.0,1.57,21761.0,5.2
30,Major Cities of Australia,2024.0,3654893.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Inner Regional Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11078.0,1.99,7484.0,5.7
31,Inner Regional Australia,2019.0,984906.0,21.4,489395.0,495511.0,41.0,42.6,41.8,602296.0,61.2,28812.0,32742.0,35081.0,31124.0,27624.0,28569.0,27592.0,27866.0,27232.0,31785.0,30673.0,33740.0,31939.0,30174.0,27220.0,18118.0,10893.0,8211.0,5.9,6.7,7.2,6.4,5.6,5.8,5.6,5.7,5.6,6.5,6.3,6.9,6.5,6.2,5.6,3.7,2.2,1.7,27336.0,31388.0,32913.0,29053.0,26274.0,28535.0,28641.0,29049.0,28531.0,33252.0,32287.0,35401.0,33129.0,30314.0,26540.0,18237.0,12390.0,12241.0,5.5,6.3,6.6,5.9,5.3,5.8,5.8,5.9,5.8,6.7,6.5,7.1,6.7,6.1,5.4,3.7,2.5,2.5,56148.0,64130.0,67994.0,60177.0,53898.0,57104.0,56233.0,56915.0,55763.0,65037.0,62960.0,69141.0,65068.0,60488.0,53760.0,36355.0,23283.0,20452.0,5.7,6.5,6.9,6.1,5.5,5.8,5.7,5.8,5.7,6.6,6.4,7.0,6.6,6.1,5.5,3.7,2.4,2.1,11089.0,1.97,7683.0,5.7
31,Inner Regional Australia,2020.0,996676.0,21.6,494989.0,501687.0,41.4,43.1,42.3,606167.0,60.8,28259.0,32410.0,35764.0,31086.0,27503.0,28537.0,27908.0,28515.0,27072.0,31600.0,31053.0,33752.0,32891.0,30930.0,28248.0,19356.0,11647.0,8458.0,5.7,6.5,7.2,6.3,5.6,5.8,5.6,5.8,5.5,6.4,6.3,6.8,6.6,6.2,5.7,3.9,2.4,1.7,26795.0,30949.0,33574.0,28976.0,25967.0,28507.0,28721.0,29890.0,28633.0,32752.0,32577.0,35783.0,34444.0,31185.0,27945.0,19538.0,12932.0,12519.0,5.3,6.2,6.7,5.8,5.2,5.7,5.7,6.0,5.7,6.5,6.5,7.1,6.9,6.2,5.6,3.9,2.6,2.5,55054.0,63359.0,69338.0,60062.0,53470.0,57044.0,56629.0,58405.0,55705.0,64352.0,63630.0,69535.0,67335.0,62115.0,56193.0,38894.0,24579.0,20977.0,5.5,6.4,7.0,6.0,5.4,5.7,5.7,5.9,5.6,6.5,6.4,7.0,6.8,6.2,5.6,3.9,2.5,2.1,10679.0,1.95,7520.0,5.5
31,Inner Regional Australia,2021.0,1009523.0,21.9,501756.0,507767.0,41.9,43.6,42.8,610417.0,60.5,27748.0,32100.0,36170.0,31440.0,26998.0,28356.0,28386.0,29164.0,27565.0,30808.0,32204.0,33489.0,34094.0,31733.0,29493.0,20772.0,12280.0,8956.0,5.5,6.4,7.2,6.3,5.4,5.7,5.7,5.8,5.5,6.1,6.4,6.7,6.8,6.3,5.9,4.1,2.4,1.8,26126.0,30603.0,34066.0,29279.0,25338.0,28056.0,29065.0,30304.0,29055.0,31924.0,33607.0,35553.0,35732.0,32286.0,29473.0,20770.0,13523.0,13007.0,5.1,6.0,6.7,5.8,5.0,5.5,5.7,6.0,5.7,6.3,6.6,7.0,7.0,6.4,5.8,4.1,2.7,2.6,53874.0,62703.0,70236.0,60719.0,52336.0,56412.0,57451.0,59468.0,56620.0,62732.0,65811.0,69042.0,69826.0,64019.0,58966.0,41542.0,25803.0,21963.0,5.3,6.2,7.0,6.0,5.2,5.6,5.7,5.9,5.6,6.2,6.5,6.8,6.9,6.3,5.8,4.1,2.6,2.2,11518.0,1.97,8078.0,5.4
31,Inner Regional Australia,2022.0,1029629.0,22.3,510910.0,518719.0,42.2,43.9,43.1,619631.0,60.2,28318.0,32156.0,36218.0,33089.0,26679.0,27700.0,28521.0,29534.0,28500.0,30503.0,33240.0,33490.0,35290.0,32733.0,29953.0,22596.0,13025.0,9365.0,5.5,6.3,7.1,6.5,5.2,5.4,5.6,5.8,5.6,6.0,6.5,6.6,6.9,6.4,5.9,4.4,2.5,1.8,26823.0,30510.0,34410.0,31008.0,24902.0,27556.0,29689.0,31019.0,30039.0,31397.0,34804.0,35441.0,37230.0,33331.0,30044.0,22659.0,14320.0,13537.0,5.2,5.9,6.6,6.0,4.8,5.3,5.7,6.0,5.8,6.1,6.7,6.8,7.2,6.4,5.8,4.4,2.8,2.6,55141.0,62666.0,70628.0,64097.0,51581.0,55256.0,58210.0,60553.0,58539.0,61900.0,68044.0,68931.0,72520.0,66064.0,59997.0,45255.0,27345.0,22902.0,5.4,6.1,6.9,6.2,5.0,5.4,5.7,5.9,5.7,6.0,6.6,6.7,7.0,6.4,5.8,4.4,2.7,2.2,11313.0,1.98,8991.0,5.5
31,Inner Regional Australia,2023.0,1050817.0,22.8,520694.0,530201.0,42.3,43.9,43.1,631924.0,60.1,28868.0,31813.0,36245.0,34865.0,27241.0,28134.0,29461.0,29896.0,29626.0,29699.0,33984.0,33161.0,36200.0,33274.0,30384.0,24208.0,13824.0,9811.0,5.5,6.1,7.0,6.7,5.2,5.4,5.7,5.7,5.7,5.7,6.5,6.4,7.0,6.4,5.8,4.6,2.7,1.9,27154.0,30360.0,34593.0,32931.0,25191.0,28164.0,30589.0,31661.0,31276.0,30968.0,35460.0,35214.0,38203.0,34680.0,30578.0,24149.0,15111.0,13919.0,5.1,5.7,6.5,6.2,4.8,5.3,5.8,6.0,5.9,5.8,6.7,6.6,7.2,6.5,5.8,4.6,2.9,2.6,56022.0,62173.0,70838.0,67796.0,52432.0,56298.0,60050.0,61557.0,60902.0,60667.0,69444.0,68375.0,74403.0,67954.0,60962.0,48357.0,28935.0,23730.0,5.3,5.9,6.7,6.5,5.0,5.4,5.7,5.9,5.8,5.8,6.6,6.5,7.1,6.5,5.8,4.6,2.8,2.3,10679.0,1.96,8891.0,5.6
31,Inner Regional Australia,2024.0,1070567.0,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Outer Regional Australia,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8664.0,1.97,4463.0,0.6
